"HEALTH","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_3","FWB1_4","FWB1_5","FWB1_6","FWB2_1","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_1","FS1_2","FS1_3","FS1_4","FS1_5","FS1_6","FS1_7","FS2_1","FS2_2","FS2_3","SUBKNOWL1","ACT1_1","ACT1_2","FINGOALS","PROPPLAN_1","PROPPLAN_2","PROPPLAN_3","PROPPLAN_4","MANAGE1_1","MANAGE1_2","MANAGE1_3","MANAGE1_4","SAVEHABIT","FRUGALITY","AUTOMATED_1","AUTOMATED_2","ASK1_1","ASK1_2","SUBNUMERACY2","SUBNUMERACY1","CHANGEABLE","GOALCONF","LMscore"
"0",1,1.03746081353165,4,4,1.0749216270633,45.1873040676583,2,2.96253918646835,3,3,3,3,4,2.03746081353165,2.96253918646835,3.9250783729367,42.0749216270633,3,4,3.03746081353165,2.96253918646835,2.03746081353165,3,3.03746081353165,3.96253918646835,3,2.96253918646835,4,4,3,1,3.96253918646835,4,3.96253918646835,3,4,3,5,3,4.96253918646835,5.9250783729367,7,6.73777430527844,3.96253918646835,3.9250783729367,4,4.03746081353165,3.96253918646835,3,2
"0",1.02744631748646,1.02744631748646,4,4.08233895245939,1.08233895245939,45.1646779049188,2,2.97255368251354,3,3,3,3.02744631748646,3.97255368251354,2.02744631748646,2.97255368251354,3.94510736502707,42.1921242224053,3.02744631748646,4,3.02744631748646,3,2.02744631748646,3,3,4,3.02744631748646,3,4.02744631748646,4,3.02744631748646,1,4,3.97255368251354,4,3,4.02744631748646,3.02744631748646,4.97255368251354,3.05489263497293,4.94510736502707,6,7,7,4,3.97255368251354,3.94510736502707,3.94510736502707,4.02744631748646,3,2
"0",1,3,4.92537593282759,3,3.4626879664138,76.0895676305518,4.4626879664138,5,1.5373120335862,3.5373120335862,1.5373120335862,1.92537593282759,1.5373120335862,5,1,1,55.6119361007586,4,3.5373120335862,4,4,4,4,4,4,3.07462406717241,2,5.5373120335862,5,4.4626879664138,1,4,4,4,3.5373120335862,5,5,5,5,6,5.4626879664138,0,0.462687966413796,3.4626879664138,3,4,6,3.38806389924139,4,3
"0",1,3,4.07204814674333,3,3.07204814674333,70.3515666793101,4.07204814674333,5,1.92795185325667,4,2,1.07204814674333,2,5,1.07204814674333,1.14409629348665,57.5043370272033,4.07204814674333,4,4,4,4,4,4.07204814674333,4,4,2,5.92795185325667,4.92795185325667,4,1,4,4,4,4,5,4.92795185325667,5,4.92795185325667,5.92795185325667,5,0.0720481467433274,0,3.07204814674333,3,4.14409629348665,6,2.21614444022998,4,3
"0",1,3,4,3.52791476552375,3.52791476552375,66.2487671102863,3.47208523447625,3.94417046895251,2,3.47208523447625,2,2.05582953104749,2,4.47208523447625,1,1.52791476552375,53.8325114068575,4,4,3.47208523447625,3.47208523447625,3.47208523447625,4,3.47208523447625,4,4,2,6,5,4.52791476552375,1,4,4,4,3.47208523447625,5,5,5,3.94417046895251,4.94417046895251,4.47208523447625,0,0,3,2.47208523447625,4.52791476552375,6,2,4,3
"0",1,3,5.33600300783291,3,3.66800150391646,78.348016543081,4.66800150391646,5,1.33199849608354,3.33199849608354,1.33199849608354,2.33600300783291,1.33199849608354,5,1,1,54.9959954882506,4,3.33199849608354,4,4,4,4,4,4,2.66399699216709,2,5.33199849608354,5,4.66800150391646,1,4,4,4,3.33199849608354,5,5,5,5,6,5.66800150391646,0,0.668001503916457,3.66800150391646,3,4,6,4.00400451174937,4,3
"0",1,3,4,3,3,67.969158683205,4,4.32647970737889,2,3.66323985368945,2,1.33676014631055,2,5,1.33676014631055,1.33676014631055,58.0102804389317,4,4.33676014631055,4,4,4,4,4,4,4.33676014631055,2,5.66323985368945,5,4,1,4,4.33676014631055,4,4,5,5,5,5,5.66323985368945,5.33676014631055,0.336760146310553,0.336760146310553,3.33676014631055,3.67352029262111,4,6,2,4,3
"0",1.95613579358906,2,4.13159261923283,4.13159261923283,4.13159261923283,70.1315926192328,1,1,1,1,1,1,1,1,1,1,10.8334199218079,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,1.04386420641094,3.86840738076717,1,1,0,3.08772841282189,3.08772841282189,3.08772841282189,3.08772841282189,5,5,5,5,3,3,6.69295055512339,6.69295055512339,1.08772841282189,1.08772841282189,1,3.04386420641094,4.08772841282189,3.95613579358906,0.0438642064109445
"0",1.62300182995386,2,4.37699817004614,3.62300182995386,4,65.4760219594464,1.75399634009227,1.75399634009227,2.13099451013841,1.37699817004614,1.75399634009227,1.75399634009227,1.37699817004614,2.13099451013841,1,1,16.0319707207382,1.37699817004614,1.37699817004614,1,1.37699817004614,1,1.37699817004614,1.37699817004614,1.37699817004614,1.37699817004614,2.13099451013841,3.24600365990773,2.50799268018454,1.37699817004614,0,3.37699817004614,3,2.62300182995386,2.62300182995386,5,5,5,4.24600365990773,2.62300182995386,3,7,7,1.75399634009227,1.37699817004614,1,2.62300182995386,4,3.24600365990773,1.13099451013841
"0",1.60578600410372,1.60578600410372,4.39421399589628,4,4,61.7215060861781,1,1.39421399589628,1.78842799179256,1,1,1.78842799179256,1.78842799179256,1.39421399589628,1.78842799179256,1.78842799179256,19.4611359015107,1.39421399589628,1.78842799179256,1.39421399589628,1.78842799179256,1.78842799179256,1.39421399589628,1.39421399589628,1.78842799179256,1.78842799179256,1.78842799179256,4,1.78842799179256,1.39421399589628,0,3,3,3,2.60578600410372,4.21157200820744,3.81735801231116,3.42314401641488,4.60578600410372,2.60578600410372,3.39421399589628,7,7,1.78842799179256,1.78842799179256,1,3,3.21157200820744,3.21157200820744,0.39421399589628
"0",2,1.41171635361388,5.76485093915835,5.76485093915835,5.76485093915835,64.7054471825249,1,1,1,1,1.58828364638612,1,1.58828364638612,2.17656729277223,1.58828364638612,1.58828364638612,8.82343270722777,1,1,1,1,1,1,1,1.58828364638612,1.58828364638612,3.35313458554447,2.23514906084165,2.76485093915835,2.17656729277223,0,3.58828364638612,3.58828364638612,3,3,5,3.82343270722777,3.82343270722777,4.41171635361388,3,4.76485093915835,3.4702981216833,7,3.35313458554447,1,1,4.17656729277223,5.76485093915835,3.41171635361388,0.588283646386117
"0",1.50400919117965,2,4.49599080882035,3.50400919117965,4,64.0481102941558,1.9919816176407,1.9919816176407,2.48797242646106,1.49599080882035,1.9919816176407,1.9919816176407,1.49599080882035,2.48797242646106,1,1,17.9358529411256,1.49599080882035,1.49599080882035,1,1.49599080882035,1,1.49599080882035,1.49599080882035,1.49599080882035,1.49599080882035,2.48797242646106,3.0080183823593,2.98396323528141,1.49599080882035,0,3.49599080882035,3,2.50400919117965,2.50400919117965,5,5,5,4.0080183823593,2.50400919117965,3,7,7,1.9919816176407,1.49599080882035,1,2.50400919117965,4,3.0080183823593,1.48797242646106
"0",2,3,5,4.97055912856013,2.94111825712025,62.0588817428797,3.48527956428006,2.97055912856013,1.97055912856013,3.48527956428006,1.48527956428006,3,2,3.48527956428006,2,1.48527956428006,50.5147204357199,4,3,3,3,3,4,4,4,4.51472043571994,3,5,4,4,1,4,4,4,3.48527956428006,5,4,5,2.97055912856013,4.97055912856013,4.48527956428006,0,0,3.97055912856013,3.48527956428006,2.51472043571994,4,3.45583869284019,3,3
"0",1.13320073182695,3,5.86679926817305,4.86679926817305,3.60039780451916,61.3996021954808,3,3.73359853634611,1.86679926817305,4.73359853634611,1.86679926817305,3,2,3,1.13320073182695,2.73359853634611,52.7335985363461,4,3.86679926817305,3,3.86679926817305,3,4,4,4,3.26640146365389,3,5,4,4,1,4,4,4,3.86679926817305,4.13320073182695,4,4.13320073182695,3.73359853634611,5.73359853634611,5.73359853634611,0.866799268173054,0.866799268173054,3.86679926817305,3,3,4,2,3,3
"0",1.98684172215872,3,5.01315827784128,4.01315827784128,1.01315827784128,63.9342086107936,3,2.01315827784128,1.01315827784128,3,1.01315827784128,3,2.01315827784128,3,1.98684172215872,1.01315827784128,50.9736834443174,3.98684172215872,3.01315827784128,3,3,2.98684172215872,4,4,4.01315827784128,5,3,4.98684172215872,4,3.98684172215872,1,4,4,4,3.01315827784128,5,4,5,2.02631655568257,4,4.01315827784128,0,0.0131582778412849,3.01315827784128,2.98684172215872,3.03947483352385,4.01315827784128,2,3,2.98684172215872
"0",1.05554876709357,3,5.94445123290643,4.94445123290643,3.83335369871929,61.1666463012807,3,3.88890246581286,1.94445123290643,4.88890246581286,1.94445123290643,3,2,3,1.05554876709357,2.88890246581286,52.8889024658129,4,3.94445123290643,3,3.94445123290643,3,4,4,4,3.11109753418714,3,5,4,4,1,4,4,4,3.94445123290643,4.05554876709357,4,4.05554876709357,3.88890246581286,5.88890246581286,5.88890246581286,0.944451232906431,0.944451232906431,3.94445123290643,3,3,4,2,3,3
"0",1.86180421593599,3,5.13819578406401,4.13819578406401,1.13819578406401,63.30902107968,3,2.13819578406401,1.13819578406401,3,1.13819578406401,3,2.13819578406401,3,1.86180421593599,1.13819578406401,50.723608431872,3.86180421593599,3.13819578406401,3,3,2.86180421593599,4,4,4.13819578406401,5,3,4.86180421593599,4,3.86180421593599,1,4,4,4,3.13819578406401,5,4,5,2.27639156812802,4,4.13819578406401,0,0.13819578406401,3.13819578406401,2.86180421593599,3.41458735219203,4.13819578406401,2,3,2.86180421593599
"0",2.90224041230977,1.90224041230977,4.19551917538047,4.09775958769023,4.09775958769023,34.6843171138316,1,2,3.19551917538047,2.09775958769023,3.90224041230977,5,4.90224041230977,1.90224041230977,2.80448082461953,4.80448082461953,64.6089616492391,5,5,3.90224041230977,4.90224041230977,2.80448082461953,5,3.19551917538047,4,4,2.19551917538047,4.80448082461953,4.09775958769023,3,0,4.09775958769023,4.09775958769023,4,3.90224041230977,5,4.90224041230977,1,5,2,6,7,7,3.90224041230977,3.09775958769023,1,2.90224041230977,1.09775958769023,3,1.09775958769023
"0",1.08200676902197,1,4.16401353804395,5,1.32802707608789,43.7539796929341,1,1.08200676902197,4.08200676902197,2.08200676902197,3,4.08200676902197,4,2.83598646195605,1.91799323097803,3,48.1480947663076,4.08200676902197,2.24602030706592,3,3.08200676902197,1.91799323097803,4.08200676902197,4.08200676902197,4,4,4,3.91799323097803,3.16401353804395,3,0,3.16401353804395,4.08200676902197,3.08200676902197,3,4.08200676902197,3.08200676902197,1,4.08200676902197,2,5.08200676902197,7,7,1.16401353804395,1.24602030706592,1,1.08200676902197,3.83598646195605,3,2
"0",1.63901418726891,1,5.63901418726891,4.27802837453783,5,42.0829574381933,1.36098581273109,2,4.27802837453783,3,2.63901418726891,5,4,1.72197162546217,1.36098581273109,3.36098581273109,53.7802837453783,4.63901418726891,4.27802837453783,3,3.27802837453783,1.36098581273109,4.63901418726891,4.27802837453783,3.27802837453783,3.27802837453783,3.63901418726891,3,5,3.72197162546217,0,4.63901418726891,4.63901418726891,4,3.36098581273109,4.63901418726891,4,1,5,2.72197162546217,5.63901418726891,7,7,3,3.63901418726891,1,1.63901418726891,2.72197162546217,3,2
"0",1.13189490581863,1,1.65947452909313,2.39568471745588,3.26378981163725,37.5275796232745,1.86810509418137,1.13189490581863,5,1.26378981163725,3,5,4,2.73621018836275,2.73621018836275,3.86810509418137,57.5275796232745,4.13189490581863,3.26378981163725,3,4,1.86810509418137,5,5,4,4,3.13189490581863,3.86810509418137,4.13189490581863,3.86810509418137,0,4.13189490581863,4.13189490581863,4,3,5,4.86810509418137,1,5,2,5.13189490581863,7,7,3.86810509418137,3.13189490581863,3.60431528254412,4.60431528254412,2,3,2.86810509418137
"0",1.75062365503982,1,5.50124731007963,5,4.00249462015927,41.7481290348805,1,1.75062365503982,4.75062365503982,2.75062365503982,3,4.75062365503982,4,1.49875268992037,1.24937634496018,3,57.5087311705574,4.75062365503982,4.25187096511945,3,3.75062365503982,1.24937634496018,4.75062365503982,4.75062365503982,4,4,4,3.24937634496018,4.50124731007963,3,0,4.50124731007963,4.75062365503982,3.75062365503982,3,4.75062365503982,3.75062365503982,1,4.75062365503982,2,5.75062365503982,7,7,2.50124731007963,3.25187096511945,1,1.75062365503982,2.49875268992037,3,2
"0",1.38904591021128,3,5.83286226936616,5.83286226936616,2.16713773063384,65.276678628521,4.61095408978872,3,1.38904591021128,3.38904591021128,2,2.38904591021128,1.38904591021128,3.61095408978872,1.61095408978872,2.38904591021128,42.5561836408451,3.38904591021128,3,3.38904591021128,2.61095408978872,3,4,3.38904591021128,3,2,3,5,4.61095408978872,3,0,2.77809182042256,3.61095408978872,2.77809182042256,2.38904591021128,5,2.38904591021128,5,5,3.77809182042256,4.61095408978872,0.61095408978872,0.38904591021128,4,2,4.61095408978872,4.83286226936616,4,3,3
"0",1.64595404011197,3,5.06213787966408,5.06213787966408,2.93786212033592,63.4783217192162,4.35404595988803,3,1.64595404011197,3.64595404011197,2,2.64595404011197,1.64595404011197,3.35404595988803,1.35404595988803,2.64595404011197,43.5838161604479,3.64595404011197,3,3.64595404011197,2.35404595988803,3,4,3.64595404011197,3,2,3,5,4.35404595988803,3,0,3.29190808022395,3.35404595988803,3.29190808022395,2.64595404011197,5,2.64595404011197,5,5,4.29190808022395,4.35404595988803,0.354045959888026,0.645954040111974,4,2,4.35404595988803,4.06213787966408,4,3,3
"0",1.81830310844816,3,6.18169689155184,6.18169689155184,5.09151554224081,59.8169689155184,3.36339378310367,3,1.81830310844816,3,2,2.81830310844816,2.63660621689633,4,2,2,45.0915155422408,3,3,3,3,3,4,3,3.81830310844816,3.63660621689633,2.18169689155184,5,4.18169689155184,3,0,2.81830310844816,3.18169689155184,2.81830310844816,2.81830310844816,5,3.63660621689633,4.18169689155184,4.18169689155184,3.81830310844816,5,1,0,4,2,5.81830310844816,5.18169689155184,3.18169689155184,3,3
"0",1.57235445478,3,6.42764554522,6.42764554522,3.86177227389999,62.2764554522,3.85529109044001,3,1.57235445478,3,2,2.57235445478,2.14470890955999,4,2,2,43.8617722739,3,3,3,3,3,4,3,3.57235445478,3.14470890955999,2.42764554522,5,4.42764554522,3,0,2.57235445478,3.42764554522,2.57235445478,2.57235445478,5,3.14470890955999,4.42764554522,4.42764554522,3.57235445478,5,1,0,4,2,5.57235445478,5.42764554522,3.42764554522,3,3
"0",1.14903511712328,3,6.55289464863017,6.55289464863017,1.44710535136983,66.9567541801371,4.85096488287672,3,1.14903511712328,3.14903511712328,2,2.14903511712328,1.14903511712328,3.85096488287672,1.85096488287672,2.14903511712328,41.5961404684931,3.14903511712328,3,3.14903511712328,2.85096488287672,3,4,3.14903511712328,3,2,3,5,4.85096488287672,3,0,2.29807023424655,3.85096488287672,2.29807023424655,2.14903511712328,5,2.14903511712328,5,5,3.29807023424655,4.85096488287672,0.850964882876724,0.149035117123276,4,2,4.85096488287672,5.55289464863017,4,3,3
"0",1,3,4.18875361094251,4.18875361094251,6,68.4718840273563,4,4,1.90562319452874,4,1,1,1.09437680547126,5,1.90562319452874,2,51.4337391671725,4,4.90562319452874,2.90562319452874,3.90562319452874,2.09437680547126,3.09437680547126,4,2.90562319452874,3.90562319452874,3,4.81124638905749,4,4,0,4,2.09437680547126,3,2.09437680547126,5,3.90562319452874,4.81124638905749,4,5.90562319452874,5.90562319452874,0.0943768054712564,1,2.90562319452874,3,3.81124638905749,3.71686958358623,2.28313041641377,3.90562319452874,2.90562319452874
"0",1.99745359038934,2.00254640961066,6,5.00254640961066,6,65.0203712768853,3.00254640961066,4,1.99745359038934,4,1,1.99745359038934,2,4.00254640961066,1,2.99745359038934,45.0025464096107,4,4,2.99745359038934,3,3,4,3.00254640961066,2,3,3,5.99236077116802,4,3.00254640961066,0,3.00254640961066,2.00254640961066,3,2.00254640961066,5,4.99490718077868,4.99490718077868,4,3.00509281922132,5,0.00254640961065888,0.00254640961065888,2.99745359038934,3,2,4.98981436155736,4.00254640961066,3,2.99745359038934
"0",1.43642299086787,2.56357700913213,6,5.56357700913213,6,69.5086160730571,3.56357700913213,4,1.43642299086787,4,1,1.43642299086787,2,4.56357700913213,1,2.43642299086787,45.5635770091321,4,4,2.43642299086787,3,3,4,3.56357700913213,2,3,3,4.3092689726036,4,3.56357700913213,0,3.56357700913213,2.56357700913213,3,2.56357700913213,5,3.87284598173574,3.87284598173574,4,4.12715401826426,5,0.563577009132132,0.563577009132132,2.43642299086787,3,2,2.74569196347147,4.56357700913213,3,2.43642299086787
"0",1,3,6,5.95115896011703,5.95115896011703,72.5604306410532,4,4,1.04884103988297,4,1.04884103988297,1.04884103988297,2,5,1,2,46.2930462392978,4,4,2.04884103988297,3,3,4,4,2.09768207976595,3.04884103988297,3,3.09768207976595,4,4,0,3.95115896011703,3,3.04884103988297,3,5,3.04884103988297,3.09768207976595,4.04884103988297,5.04884103988297,5.04884103988297,1,1,2.09768207976595,3,2,1.14652311964892,4.85347688035108,3.04884103988297,2.04884103988297
"0",1,3,6,5.5930590655189,5.5930590655189,69.3375315896701,4,4,1.4069409344811,4,1.4069409344811,1.4069409344811,2,5,1,2,48.4416456068866,4,4,2.4069409344811,3,3,4,4,2.8138818689622,3.4069409344811,3,3.8138818689622,4,4,0,3.5930590655189,3,3.4069409344811,3,5,3.4069409344811,3.8138818689622,4.4069409344811,5.4069409344811,5.4069409344811,1,1,2.8138818689622,3,2,2.2208228034433,3.7791771965567,3.4069409344811,2.4069409344811
"0",1,1,6.05683308537118,7,7,45.8863338292576,1,3,4.37122205691412,3,2.62877794308588,4.68561102845706,2.68561102845706,2.31438897154294,2.31438897154294,2.68561102845706,54.6287779430859,4,4,4,4,4,4,4,3.31438897154294,3,2.68561102845706,4.62877794308588,4.31438897154294,4.31438897154294,0.68561102845706,4.31438897154294,4.31438897154294,4.31438897154294,4.31438897154294,4.68561102845706,5,1.31438897154294,5,5.37122205691412,5.05683308537118,7,7,5,3,1.31438897154294,2.68561102845706,4.68561102845706,3.68561102845706,2.68561102845706
"0",1,1.64503532438539,6.35496467561461,7,6.35496467561461,47.8702119463123,1,2.35496467561461,3.70992935122922,3,2.64503532438539,3.70992935122922,3,2.64503532438539,2,3,43.0343994854484,3.35496467561461,3.35496467561461,2.70992935122922,2.70992935122922,2.70992935122922,3.35496467561461,3.35496467561461,3,3,3,4,4,3.35496467561461,1,4,3.35496467561461,3.35496467561461,2.70992935122922,5,3.70992935122922,1,4.35496467561461,4.06489402684383,5.35496467561461,7,7,4.35496467561461,2.35496467561461,2.93510597315617,1.70992935122922,4.35496467561461,3.35496467561461,3
"0",1,1,6.22796617704444,6.22796617704444,6.22796617704444,50.9483044066001,1.77203382295556,3,3.45593235408887,3,2.77203382295556,3.45593235408887,2.22796617704444,2.77203382295556,2.77203382295556,2.22796617704444,48.5957632393111,4,4,3.22796617704444,3.22796617704444,3.22796617704444,3.22796617704444,3.22796617704444,3,3,2.22796617704444,4.77203382295556,4,4,1,4.77203382295556,4,4,3.22796617704444,3.45593235408887,4.22796617704444,1,4.22796617704444,3.68389853113331,5.22796617704444,7,1.59576323931105,4.22796617704444,3,2.54406764591113,4.54406764591113,5.77203382295556,3.22796617704444,2.22796617704444
"0",1,1,6.69922457332723,6.69922457332723,6.69922457332723,46.7069788400549,1.30077542667277,3,4.39844914665446,3,2.30077542667277,4.39844914665446,2.69922457332723,2.30077542667277,2.30077542667277,2.69922457332723,51.8945720132906,4,4,3.69922457332723,3.69922457332723,3.69922457332723,3.69922457332723,3.69922457332723,3,3,2.69922457332723,4.30077542667277,4,4,1,4.30077542667277,4,4,3.69922457332723,4.39844914665446,4.69922457332723,1,4.69922457332723,5.09767371998169,5.69922457332723,7,4.8945720132906,4.69922457332723,3,1.60155085334554,3.60155085334554,5.30077542667277,3.69922457332723,2.69922457332723
"0",1.59401257615536,1.59401257615536,5.21796227153391,7,5.21796227153391,48.1580880330876,1.59401257615536,2.40598742384464,3.81197484768927,3,2.59401257615536,4.40598742384464,3,2.59401257615536,2,2.40598742384464,51.0299371192232,4,4,4,3.40598742384464,3.40598742384464,3.40598742384464,3.40598742384464,3.59401257615536,3.59401257615536,3,4.59401257615536,4,4,1,4,3.40598742384464,4,3.40598742384464,5,4.40598742384464,2.78203772846609,5,4.21796227153391,6,7,7,4.40598742384464,3,1.59401257615536,2.40598742384464,5,3.40598742384464,2.40598742384464
"0",1,2.95985184866004,4.95985184866004,3.91970369732007,3.91970369732007,25.6386666379403,1,1.95985184866004,4.04014815133996,1.04014815133996,5,5,5,1,5,4.04014815133996,37.95985184866,2.95985184866004,3.04014815133996,2,2,2.08029630267993,3,2,4,4,3.04014815133996,2.95985184866004,3.95985184866004,2.95985184866004,1,3.95985184866004,4.04014815133996,4.04014815133996,3,2.95985184866004,3.95985184866004,1,4.04014815133996,1.95985184866004,4.95985184866004,0,6.71896294062026,2.95985184866004,2,5.04014815133996,5.04014815133996,2.91970369732007,2.91970369732007,3
"0",1,2.67973005631939,3.32026994368061,2.67973005631939,3.35946011263877,23.7973005631939,1,1,5,2,2.28107977472246,5,5,1,5,4.32026994368061,45.1567606758326,3.35946011263877,3.32026994368061,2.67973005631939,2.67973005631939,3.32026994368061,3.67973005631939,2.67973005631939,4,4,3.32026994368061,3.35946011263877,3.67973005631939,2.67973005631939,1,3.67973005631939,4.32026994368061,4.32026994368061,3.67973005631939,2,2.32026994368061,1,4.32026994368061,1.67973005631939,4.67973005631939,0,0,3.35946011263877,2.67973005631939,3.96080983104184,4.64053988736123,3.03919016895816,1,3
"0",1,2.02106664190069,4.02106664190069,2.04213328380138,2.04213328380138,17.1895997771062,1,1.02106664190069,4.97893335809931,1.97893335809931,5,5,5,1,5,4.97893335809931,37.0210666419007,2.02106664190069,3.97893335809931,2,2,3.95786671619862,3,2,4,4,3.97893335809931,2.02106664190069,3.02106664190069,2.02106664190069,1,3.02106664190069,4.97893335809931,4.97893335809931,3,2.02106664190069,3.02106664190069,1,4.97893335809931,1.02106664190069,4.02106664190069,0,0.147466493304819,2.02106664190069,2,5.97893335809931,5.97893335809931,1.04213328380138,1.04213328380138,3
"0",1.77797706401907,2,2.44404587196186,2.77797706401907,4.33393119205721,29.4476330243051,1,1.77797706401907,5,1.22202293598093,4.22202293598093,5,5,1.77797706401907,3.44404587196186,4.22202293598093,37,2,3.22202293598093,2,2.77797706401907,2.44404587196186,2.22202293598093,2.77797706401907,4,4,4,3.55595412803814,3,2.77797706401907,1,4.55595412803814,4.22202293598093,4.22202293598093,3.77797706401907,4.33393119205721,3.77797706401907,1,5,3.33393119205721,5.55595412803814,0,0,3.55595412803814,1.22202293598093,6,5.22202293598093,2.55595412803814,1.77797706401907,3
"0",1.02700009127147,2,3.94599981745705,2.02700009127147,2.08100027381442,17.4320014603436,1,1.02700009127147,5,1.97299990872853,4.97299990872853,5,5,1.02700009127147,4.94599981745705,4.97299990872853,37,2,3.97299990872853,2,2.02700009127147,3.94599981745705,2.97299990872853,2.02700009127147,4,4,4,2.05400018254295,3,2.02700009127147,1,3.05400018254295,4.97299990872853,4.97299990872853,3.02700009127147,2.08100027381442,3.02700009127147,1,5,1.08100027381442,4.05400018254295,0,0,2.05400018254295,1.97299990872853,6,5.97299990872853,1.05400018254295,1.02700009127147,3
"0",2.80776891647838,1.19223108352162,6.80776891647838,6.61553783295676,6.61553783295676,42.6912351693027,2,1.19223108352162,2.80776891647838,4,4,3,3.61553783295676,3,3.61553783295676,4.61553783295676,36.3844621670432,3,2.19223108352162,2.19223108352162,2,1.19223108352162,3.19223108352162,3,3,2.19223108352162,2.19223108352162,4,3.61553783295676,3,1,4,4,4,3,3.19223108352162,3.19223108352162,2.61553783295676,4,2.19223108352162,5,0,0,2.19223108352162,1,3.19223108352162,3.42330674943514,4,2,0.807768916478381
"0",2.39653680101037,1.30173159949481,6.39653680101037,6.39653680101037,6.39653680101037,40.9051947984844,1.69826840050519,1,3,3.39653680101037,4,3,4,2.69826840050519,3.69826840050519,4.39653680101037,35.6982684005052,2.69826840050519,2.30173159949481,2.30173159949481,2,1,3,3,3,2.30173159949481,2,4,4,3,1,4,4,4,3.30173159949481,3,3.30173159949481,2.39653680101037,4,2,5,0,0,2.60346319898963,1.90519479848444,2.69826840050519,3.39653680101037,4,2.30173159949481,1.30173159949481
"0",1.01707115955651,1.99146442022175,5.01707115955651,5.01707115955651,5.01707115955651,42.9743932606652,1.00853557977825,1,3,2.01707115955651,4,3,4,2.00853557977825,3.00853557977825,3.01707115955651,35.0085355797783,2.00853557977825,2.99146442022175,2.99146442022175,2,1,3,3,3,2.99146442022175,2,4,4,3,1,4,4,4,3.99146442022175,3,3.99146442022175,1.01707115955651,4,2,5,0,0,3.98292884044349,3.97439326066524,2.00853557977825,2.01707115955651,4,2.99146442022175,1.99146442022175
"0",2.55624518357217,1,6.55624518357217,6.55624518357217,7,40.8875096328557,1.77812259178609,1.22187740821391,3,3.55624518357217,4.22187740821391,3,3.77812259178609,3,4,4.55624518357217,36.6656322246417,3,2.22187740821391,2.22187740821391,2,1.22187740821391,3.22187740821391,3,3,2.22187740821391,2.22187740821391,4,3.77812259178609,3,1,4,4,4,3.22187740821391,2.77812259178609,3.22187740821391,2.55624518357217,4,2.44375481642783,5.22187740821391,0,0.221877408213913,2.44375481642783,1.44375481642783,3.22187740821391,4,3.77812259178609,2.22187740821391,1.22187740821391
"0",2.95079394988716,1.04920605011284,6.95079394988716,6.95079394988716,6.95079394988716,40.8857089020312,2.04920605011284,1.09841210022569,2.95079394988716,3.95079394988716,3.95079394988716,3,3.90158789977431,3,3.90158789977431,4.85238184966147,36.3936484009027,3,2.04920605011284,2,2.04920605011284,1.09841210022569,3,3,3.04920605011284,2.09841210022569,2,3.95079394988716,3.90158789977431,3,1,4,3.95079394988716,3.95079394988716,3,3.09841210022569,3.04920605011284,2.95079394988716,4,2,5,0,0,2.04920605011284,1,3,3.95079394988716,4,2.04920605011284,1
"0",1,3,4.21396980015561,5.6069849000778,5.6069849000778,57.034924500389,3,2.6069849000778,3.3930150999222,2.3930150999222,3,3.6069849000778,1.3930150999222,3.3930150999222,1.3930150999222,2,54.4279396003112,4,4,3.3930150999222,3.6069849000778,3,3.6069849000778,4,4,4,2.3930150999222,5,4.6069849000778,4,1,4,3.6069849000778,4,4,5,3.6069849000778,4,4.3930150999222,4.6069849000778,4.6069849000778,0,0,4,3.6069849000778,2.6069849000778,5.21396980015561,3,3.6069849000778,2.6069849000778
"0",1,3,3.27124117221683,5.13562058610842,5.13562058610842,54.6781029305421,3,2.13562058610842,3.86437941389158,2.86437941389158,3,3.13562058610842,1.86437941389158,3.86437941389158,1.86437941389158,2,52.5424823444337,4,4,3.86437941389158,3.13562058610842,3,3.13562058610842,4,4,4,2.86437941389158,5,4.13562058610842,4,1,4,3.13562058610842,4,4,5,3.13562058610842,4,4.86437941389158,4.13562058610842,4.13562058610842,0,0,4,3.13562058610842,2.13562058610842,4.27124117221683,3,3.13562058610842,2.13562058610842
"0",1,3,3.45901838038117,5.45901838038117,5,56.754110282287,3,2.45901838038117,3.54098161961883,3,3.45901838038117,3,1.54098161961883,4.45901838038117,1.54098161961883,2.45901838038117,50.1639264784753,4,4,3.54098161961883,3.45901838038117,2.54098161961883,3.45901838038117,3.54098161961883,3.54098161961883,3.54098161961883,3,4.54098161961883,4,4,1,4,3.45901838038117,3.54098161961883,3.54098161961883,5,3.45901838038117,3.54098161961883,5,4,4.45901838038117,0.459018380381167,0.459018380381167,3.54098161961883,3,2.91803676076233,4,3.45901838038117,3,1.54098161961883
