"HEALTH","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_3","FWB1_4","FWB1_5","FWB1_6","FWB2_1","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_1","FS1_2","FS1_3","FS1_4","FS1_5","FS1_6","FS1_7","FS2_1","FS2_2","FS2_3","SUBKNOWL1","ACT1_1","ACT1_2","FINGOALS","PROPPLAN_1","PROPPLAN_2","PROPPLAN_3","PROPPLAN_4","MANAGE1_1","MANAGE1_2","MANAGE1_3","MANAGE1_4","SAVEHABIT","FRUGALITY","AUTOMATED_1","AUTOMATED_2","ASK1_1","ASK1_2","SUBNUMERACY2","SUBNUMERACY1","CHANGEABLE","GOALCONF","LMscore"
"1",1,3,7,7,7,68,4,4,2,4,2,2,1,5,1,2,60,4,4,4,3,4,5,5,4,5,2,5,5,4,1,5,4,4,5,5,5,1,4,6,5,1,1,5,2,3,5,2,3,3
"1",1,3,5,3,6,58,3,1,2,2,3,4,2,4,1,2,35,3,2,1,2,1,2,4,3,3,4,5,5,2,0,1,1,1,1,5,3,5,2,1,6,1,7,3,3,6,4,4,4,2
"1",3,1,5,5,2,25,1,3,5,2,5,5,5,1,2,5,58,4,3,3,5,3,5,3,5,5,3,4,5,5,1,5,4,5,3,5,5,5,5,3,6,0,1,5,3,1,3,4,3,1
"1",1,3,5,6,6,60,3,3,2,4,2,2,2,3,2,2,61,4,4,4,4,4,4,4,5,5,2,6,4,4,1,4,4,4,4,5,4,3,4,4,5,1,1,5,3,3,6,2,4,3
"1",1,3,7,7,7,50,2,3,2,3,3,3,3,2,2,4,44,3,3,4,3,3,3,3,4,3,3,5,4,3,1,4,4,4,3,5,3,3,5,4,5,7,1,3,3,6,4,3,3,1
"1",1,3,1,1,1,42,3,1,5,1,3,5,3,3,2,4,36,3,1,1,2,2,3,2,5,4,5,3,4,3,1,5,4,3,3,5,3,5,5,4,6,1,0,4,4,6,6,7,2,3
"1",1,3,7,7,7,68,4,4,1,4,1,2,2,4,1,2,62,5,4,4,4,4,4,5,4,3,3,5,5,5,1,4,4,4,4,5,5,5,5,6,6,1,1,5,3,1,4,5,4,3
"1",1,3,6,6,6,66,4,4,2,4,2,3,1,5,1,2,53,4,3,3,3,3,5,5,3,3,2,5,5,4,1,5,5,5,5,5,4,5,5,6,6,0,0,4,4,5,4,1,4,3
"1",1,3,5,5,5,54,3,3,4,3,2,4,2,5,2,3,43,3,4,4,2,2,5,4,3,4,4,4,4,4,1,4,4,3,3,5,4,5,5,5,5,0,1,3,3,1,2,1,4,3
"1",1,3,4,4,3,40,3,2,4,2,3,5,3,2,4,4,37,2,2,2,3,3,3,3,3,3,3,4,4,3,0,4,3,3,3,4,2,1,3,2,5,7,7,2,2,4,4,3,1,3
"1",1,3,5,4,4,42,2,3,4,4,3,4,4,4,4,3,46,3,4,4,3,4,3,3,4,4,4,5,3,3,1,3,3,3,4,2,3,3,2,4,4,0,1,2,3,4,4,4,3,0
"1",1,3,3,4,4,55,4,3,2,4,3,1,3,3,2,3,46,3,4,4,3,3,3,5,3,3,4,6,4,3,1,4,3,3,3,3,1,4,3,4,3,0,0,4,3,2,5,6,3,0
"1",1,3,6,7,7,73,5,5,1,4,1,4,1,1,1,1,72,5,5,5,5,5,3,5,4,4,1,7,5,4,1,5,5,5,5,5,5,5,5,6,5,1,1,5,3,6,6,1,4,3
"1",1,2,4,7,4,41,3,3,3,3,3,4,4,3,4,4,30,3,1,1,3,2,1,2,2,2,5,1,1,2,0,1,1,2,1,3,1,1,3,6,6,0,0,5,4,1,1,6,2,1
"1",1,3,6,6,6,50,2,3,2,3,3,3,3,2,3,3,60,4,4,4,4,4,4,4,4,5,1,7,5,4,1,5,5,5,5,5,4,4,5,4,4,7,7,5,1,1,5,4,3,3
"1",1,3,7,7,4,95,5,5,1,5,1,1,1,5,1,1,73,5,5,5,5,5,5,5,4,1,2,5,5,5,1,4,3,4,3,5,5,5,5,6,6,1,1,3,3,3,4,6,4,3
"1",1,3,5,4,4,47,1,2,2,2,5,5,3,5,1,4,51,4,2,4,3,2,4,4,5,2,1,7,3,5,0,5,5,3,4,5,4,1,5,3,6,7,7,5,3,1,6,5,4,2
"1",1,3,6,6,5,36,2,2,3,2,5,5,5,2,2,4,58,4,4,4,4,4,4,3,5,5,3,4,5,3,0,2,4,2,2,5,5,1,5,5,1,1,1,5,3,6,5,3,2,3
"1",2,3,7,6,6,50,3,3,3,3,3,3,3,2,3,3,52,4,4,4,3,4,5,3,4,2,2,2,3,2,0,1,1,3,1,1,3,1,1,1,6,7,7,1,1,3,1,4,2,2
"1",2,2,7,7,7,54,4,4,3,4,4,4,3,5,1,3,56,4,4,4,4,4,4,3,5,4,3,6,5,4,0,4,5,4,4,5,5,5,5,3,6,0,0,5,3,6,5,6,4,3
"1",1,3,7,7,7,58,3,4,4,3,4,4,1,5,1,2,54,4,4,3,4,3,4,4,4,3,3,5,5,3,1,3,2,3,3,5,4,5,4,5,6,1,0,4,2,5,5,2,3,3
"1",3,2,6,5,6,46,3,4,4,2,4,3,3,2,3,2,43,3,2,4,3,3,3,4,3,3,3,4,5,3,1,4,4,3,2,5,3,5,2,3,5,0,0,4,2,4,5,3,3,2
"1",1,3,3,4,6,40,1,2,3,2,1,3,4,1,4,5,30,2,3,1,1,1,3,3,3,3,3,3,3,3,0,2,4,3,3,5,3,5,3,4,5,0,1,3,3,4,4,4,2,3
"1",1,3,1,7,7,36,5,5,5,3,5,5,3,3,5,3,71,5,5,5,5,5,5,5,3,3,3,7,5,5,1,5,5,5,5,3,5,2,5,6,6,1,1,5,1,1,6,7,4,1
"1",1,2,3,7,7,31,1,2,5,1,4,5,4,1,3,5,50,4,3,3,3,3,4,5,3,4,5,4,3,2,1,5,2,2,1,3,1,1,1,1,6,1,0,2,1,1,1,1,1,1
"1",1,3,4,4,5,57,3,3,2,3,3,3,2,3,2,2,42,3,3,2,3,3,4,3,3,3,3,4,5,3,1,3,3,3,3,5,4,5,4,5,5,1,1,4,3,4,5,4,3,3
"1",1,3,6,6,6,73,4,4,2,4,1,2,1,5,1,1,62,4,5,3,5,4,4,5,4,4,3,5,5,4,0,3,2,5,5,5,4,5,5,6,6,1,0,2,3,3,5,4,4,3
"1",2,3,7,6,6,69,5,4,2,4,2,2,1,3,1,2,75,5,5,5,5,5,4,4,5,5,1,7,5,4,1,2,2,4,4,5,3,5,5,5,6,0,0,5,2,4,6,3,4,3
"1",1,3,6,6,6,80,4,4,1,5,1,1,1,5,1,2,54,4,4,4,4,4,4,4,3,2,2,6,5,4,0,4,4,4,4,5,5,5,5,5,4,0,0,5,3,5,6,3,4,3
"1",1,2,5,5,5,39,1,2,3,2,4,4,4,2,4,4,32,2,4,2,2,2,2,2,3,3,3,3,3,2,1,3,3,3,2,2,2,2,3,4,6,7,1,2,2,5,3,2,3,3
"1",1,3,4,4,5,44,3,2,5,1,3,5,2,3,2,4,45,4,3,4,2,3,2,3,4,3,2,5,3,3,1,3,3,3,3,5,2,2,4,2,4,0,0,2,2,3,4,4,3,3
"1",1,3,5,5,5,64,4,4,4,4,1,2,2,3,1,2,56,4,4,4,4,4,4,4,4,4,3,5,4,4,1,4,4,4,4,5,4,3,5,5,5,0,0,4,3,2,4,4,4,2
"1",1,3,5,5,5,47,1,3,2,3,3,4,3,2,4,3,37,2,3,3,3,2,3,2,4,4,4,5,3,3,1,3,3,3,3,3,3,1,2,3,6,7,1,3,3,3,4,5,2,2
"1",2,3,2,4,2,62,4,3,3,3,2,3,1,4,1,4,57,4,4,4,4,4,5,4,4,3,2,6,5,4,1,4,4,4,4,5,4,5,5,6,6,0,0,5,2,5,6,2,3,3
"1",1,3,7,7,6,71,4,4,1,4,2,2,2,5,1,1,57,4,4,3,4,3,4,5,5,3,2,5,5,4,0,4,4,4,3,5,4,5,5,6,5,1,1,3,3,3,3,4,3,3
"1",1,2,4,5,4,48,3,4,3,4,4,3,3,4,2,4,53,4,2,4,4,2,4,4,3,4,2,4,4,4,1,5,5,4,4,5,5,5,4,6,6,1,1,3,2,3,5,5,3,3
"1",1,3,7,6,5,75,4,4,2,3,1,2,1,5,1,1,57,4,4,4,4,4,5,4,4,3,2,6,5,4,1,2,2,4,2,5,5,5,5,6,6,1,0,5,3,4,5,1,4,3
"1",1,3,5,5,5,66,4,4,1,4,2,2,2,4,3,1,56,4,4,4,4,4,4,4,3,3,1,6,5,5,0,3,3,3,3,4,4,3,5,5,6,0,1,5,1,2,6,7,4,3
"1",1,2,6,6,7,51,5,3,3,5,3,3,4,3,1,3,48,3,5,4,5,3,5,3,2,1,3,5,5,4,1,5,4,5,5,5,5,1,5,4,4,0,1,5,2,1,3,6,2,1
"1",2,3,6,5,5,54,3,3,3,3,3,3,2,2,2,3,41,3,3,2,3,3,3,3,3,3,2,4,5,3,1,4,4,4,3,5,4,5,5,3,6,0,0,4,4,1,4,5,3,3
"1",1,3,7,7,7,85,5,5,1,5,5,1,1,5,1,1,71,5,5,5,5,5,5,5,2,2,1,7,5,5,1,5,5,5,5,5,5,5,5,6,6,0,0,5,2,3,6,6,4,3
"1",1,3,5,5,5,48,2,3,3,3,4,4,2,3,3,3,50,4,3,2,3,2,4,4,4,4,3,4,4,4,1,4,3,4,3,5,5,5,4,5,6,1,0,2,3,4,4,3,3,3
"1",1,3,5,5,6,45,3,3,1,2,5,4,2,2,4,4,62,4,5,4,4,5,4,3,5,5,1,6,4,4,1,4,4,5,4,4,4,1,5,2,6,7,1,4,4,5,6,4,4,3
"1",1,3,4,4,4,49,3,3,3,3,3,3,3,3,3,3,42,3,3,3,3,3,3,3,3,3,3,4,3,3,0,3,3,3,3,3,3,3,3,4,4,7,7,3,3,3,4,4,3,1
"1",1,3,5,6,5,48,4,3,3,3,4,4,3,2,2,4,45,3,5,3,3,3,3,3,4,4,3,4,4,3,0,3,3,4,3,4,2,1,3,4,5,1,1,3,2,3,5,3,3,3
"1",1,2,5,5,5,41,2,3,4,1,4,5,3,2,1,5,35,2,3,2,2,2,2,2,5,5,5,2,5,3,1,1,4,4,3,5,4,1,1,4,6,0,0,4,4,4,4,4,3,3
"1",2,3,7,7,7,71,4,3,1,3,1,1,2,4,1,2,52,4,4,3,4,4,5,3,2,3,2,6,5,3,1,4,2,4,3,5,5,1,4,5,6,7,7,5,2,4,4,1,4,2
"1",2,1,6,6,5,62,3,4,2,4,2,2,2,3,2,2,44,3,3,2,3,3,4,4,4,4,4,5,5,4,1,4,4,4,4,5,5,5,5,5,6,1,1,4,3,4,5,2,3,3
"1",1,3,7,6,6,61,4,3,2,3,2,3,1,2,2,2,47,3,4,4,3,3,4,4,3,3,2,5,5,4,1,4,4,4,2,5,3,5,4,5,6,1,0,5,4,4,6,3,3,3
"1",1,3,7,6,6,73,5,4,2,5,1,2,1,4,1,2,60,4,4,4,4,4,4,4,5,5,2,6,5,5,1,4,4,4,3,5,5,5,5,6,5,0,0,5,2,5,6,2,4,3
"1",1,3,6,6,6,64,4,3,1,4,4,3,1,3,1,3,49,4,4,3,2,2,4,4,4,5,3,5,5,4,0,5,4,4,3,5,5,5,5,1,6,1,1,4,3,2,4,5,4,3
"1",1,3,6,6,6,61,4,4,2,4,2,2,2,5,2,2,53,4,4,4,4,3,3,4,3,3,2,5,4,4,1,3,3,4,4,5,3,5,4,6,5,1,1,5,3,3,4,4,4,3
"1",1,3,5,5,6,52,2,3,3,3,2,4,2,4,2,4,36,3,2,3,2,2,2,3,3,3,3,4,5,4,0,4,3,3,3,4,4,5,3,3,4,1,1,3,2,5,5,6,3,3
"1",1,3,6,6,6,61,4,4,2,4,2,2,2,5,2,2,54,4,4,4,4,4,3,4,3,4,3,4,4,3,1,2,2,4,2,5,1,5,5,6,6,1,1,3,3,2,3,3,3,3
"1",2,3,6,5,5,63,4,4,2,4,2,2,2,4,2,2,58,4,4,4,4,4,5,4,4,4,2,5,5,4,0,4,5,4,4,5,4,3,3,5,6,0,0,4,3,5,5,5,4,3
"1",1,3,7,7,7,68,3,5,1,5,1,2,1,3,2,2,69,5,5,3,5,3,5,5,5,4,3,5,5,4,1,2,4,5,4,5,3,5,5,6,6,1,1,4,4,6,6,3,4,3
"1",1,3,6,6,7,59,3,4,2,4,2,3,2,4,2,3,54,4,4,4,4,4,4,4,3,3,2,6,5,4,1,4,3,3,2,5,5,5,5,5,6,1,1,5,3,2,5,5,3,3
"1",1,3,7,7,7,75,4,5,1,5,1,2,1,5,1,2,52,3,5,3,3,3,4,4,5,5,3,5,5,4,1,4,3,4,3,5,3,2,5,6,3,1,1,3,4,5,5,6,4,3
"1",2,3,4,3,7,67,5,4,2,4,4,2,1,5,1,3,30,1,2,2,2,2,4,3,3,3,4,2,5,3,1,2,2,2,2,5,3,5,1,5,5,1,1,5,3,6,5,2,4,2
"1",1,3,4,5,7,56,4,3,3,3,3,2,2,3,1,3,61,4,5,3,4,3,4,5,5,5,3,4,5,5,1,5,5,5,5,5,5,5,5,6,6,1,1,5,4,1,3,4,3,3
"1",1,3,3,6,5,47,1,4,2,3,3,2,4,2,4,3,45,3,3,3,4,3,2,2,4,4,2,5,3,2,1,4,3,4,3,4,3,1,2,2,5,0,0,5,2,5,4,2,3,3
"1",1,3,6,6,6,59,5,4,2,3,3,2,2,4,2,2,58,4,4,4,4,4,4,4,4,4,2,5,4,4,1,4,4,4,4,5,4,5,4,5,5,1,1,5,4,5,4,5,3,3
"1",1,3,6,6,6,50,3,3,4,4,3,3,3,2,3,2,46,3,3,3,4,4,4,4,3,3,4,3,3,3,0,4,4,4,3,5,4,3,5,4,5,0,7,2,2,6,4,4,3,2
"1",1,3,7,7,7,77,5,5,1,5,1,1,1,5,1,5,85,5,5,5,5,5,5,5,5,5,1,7,5,5,1,3,5,5,5,5,5,5,5,6,6,1,1,5,3,1,6,2,4,3
"1",1,3,7,7,7,63,5,5,2,4,2,4,1,4,2,3,71,5,5,5,5,5,4,4,5,4,2,7,5,5,1,3,3,5,3,5,4,2,3,6,3,7,1,5,2,1,6,2,3,3
"1",2,3,5,4,4,66,3,4,2,3,5,2,1,4,1,2,47,4,3,3,3,3,4,4,3,3,3,4,5,4,0,3,3,4,3,5,5,5,5,6,6,0,0,3,2,4,4,4,4,3
"1",3,1,7,6,7,28,5,5,5,5,5,5,5,4,4,5,42,3,3,3,3,3,3,3,3,3,3,5,4,3,1,3,3,3,3,3,4,2,2,5,4,1,0,4,5,3,3,6,3,2
"1",1,1,1,1,6,29,1,1,5,3,3,5,5,1,5,3,41,4,1,3,3,2,3,2,3,3,3,1,3,3,1,3,2,3,2,3,1,2,5,4,6,0,0,3,2,4,1,3,1,2
"1",1,3,4,5,4,49,3,3,3,3,3,4,3,3,2,3,56,4,4,4,4,4,4,3,4,5,3,5,4,4,1,3,3,4,4,4,4,5,3,5,5,0,0,4,4,3,6,1,3,3
"1",1,3,7,7,7,86,5,5,1,5,1,1,1,5,1,1,71,4,5,5,5,4,5,5,5,5,2,6,5,4,1,2,3,3,4,4,5,5,5,6,6,0,1,5,3,4,6,1,4,3
"1",2,2,4,4,7,38,1,1,4,2,5,5,3,2,3,4,27,1,1,2,1,2,3,3,4,4,5,3,3,2,0,2,2,3,2,5,3,3,4,3,6,7,7,3,3,1,1,3,2,3
"1",2,3,4,4,7,52,4,3,3,4,3,3,3,4,2,4,58,4,5,5,4,2,5,5,4,2,3,5,2,3,1,5,5,4,4,5,5,4,5,6,6,0,1,3,4,1,1,7,3,2
"1",1,3,7,7,7,86,5,5,1,5,1,1,1,5,1,1,71,4,5,5,5,4,5,5,5,5,2,6,5,4,1,2,3,3,4,4,5,5,5,6,6,0,1,5,3,4,6,1,4,3
"1",1,3,5,4,5,52,2,3,2,3,3,3,3,3,2,3,46,4,2,3,3,2,3,4,2,4,3,4,5,3,1,5,4,4,3,5,4,3,5,6,6,1,1,4,3,3,4,2,3,3
"1",1,3,7,7,7,47,1,2,3,2,3,3,3,2,2,4,34,2,3,3,3,3,2,1,3,3,3,4,4,2,1,2,2,4,2,5,2,2,4,2,4,1,0,4,4,4,5,6,2,3
"1",1,3,7,1,6,63,3,3,2,4,2,3,2,5,1,2,48,4,4,3,3,3,4,3,3,3,2,5,5,4,0,4,4,3,3,5,4,5,5,4,4,7,1,3,4,4,6,4,4,3
"1",1,2,5,5,7,46,1,2,4,2,3,5,3,2,2,2,46,3,4,4,3,3,2,3,4,4,2,5,5,3,1,4,3,5,2,5,3,4,5,4,6,1,0,4,2,6,4,6,3,3
"1",1,3,7,7,7,56,3,4,2,4,3,5,2,4,2,2,56,4,4,4,4,4,4,4,4,4,4,6,4,4,0,3,3,3,3,4,2,4,2,4,4,1,1,3,3,4,4,5,3,0
"1",1,3,7,7,7,54,3,4,1,4,3,2,3,3,3,3,56,4,4,4,4,4,4,4,4,4,4,6,4,4,1,4,4,4,4,4,4,4,4,5,5,1,7,4,4,3,5,6,4,3
"1",1,3,7,6,6,60,3,4,3,4,5,3,2,5,1,2,57,5,4,3,3,4,4,4,4,5,3,6,5,4,1,4,4,4,4,5,1,5,5,6,5,7,7,4,4,1,6,5,4,3
"1",1,3,5,5,5,48,3,2,3,3,3,5,2,5,3,4,36,3,3,1,1,1,3,4,3,4,4,3,4,3,1,2,2,3,2,5,1,5,3,6,4,1,1,2,5,3,1,2,2,2
"1",2,3,5,5,4,54,3,3,3,3,3,3,3,3,2,2,52,4,4,3,4,3,3,4,4,4,4,5,3,4,1,4,4,2,2,5,5,5,5,4,5,0,0,3,3,5,5,4,3,3
"1",2,3,6,6,6,58,3,3,2,3,3,3,2,3,2,2,55,4,4,4,3,4,4,4,4,4,2,5,5,4,1,5,5,4,4,5,4,3,5,5,6,0,0,4,2,5,5,3,3,3
"1",1,3,5,5,7,50,3,2,3,2,3,3,3,3,2,3,40,3,2,2,3,3,2,3,3,3,2,4,3,3,1,3,4,4,3,3,3,1,3,4,4,0,1,3,3,3,3,6,3,0
"1",1,3,6,6,6,58,3,3,3,3,2,3,2,5,2,2,49,4,3,3,2,3,4,4,4,4,3,5,5,4,1,4,3,3,3,5,4,5,5,6,6,1,1,3,2,4,4,3,3,3
"1",1,2,6,5,5,52,2,1,3,2,5,3,3,4,1,2,44,3,5,4,1,1,3,3,5,5,4,5,4,3,1,3,3,3,3,5,2,5,5,6,4,7,7,5,3,3,1,4,3,2
"1",1,3,6,6,7,52,3,3,3,3,3,3,3,3,2,3,42,3,3,2,3,2,3,3,4,4,3,5,4,3,1,3,3,4,3,5,3,3,5,4,5,1,7,3,3,1,4,4,3,2
"1",1,3,6,7,7,64,4,4,1,4,2,3,2,3,1,2,57,4,5,3,3,3,4,4,5,5,2,5,5,5,1,4,4,4,4,5,4,5,5,6,5,1,0,3,2,4,4,4,4,3
"1",1,3,7,7,7,86,5,5,1,5,1,1,1,5,1,1,85,5,5,5,5,5,5,5,5,5,1,7,5,5,0,5,5,5,5,5,5,5,5,6,6,1,1,5,2,3,6,4,4,3
"1",1,3,5,5,5,46,3,3,3,3,3,3,3,2,3,4,40,3,3,3,3,3,3,3,2,2,2,5,3,3,0,4,4,4,4,5,2,1,5,5,5,1,1,3,3,6,4,2,3,3
"1",1,3,6,5,5,54,4,3,2,3,2,3,3,4,2,3,47,3,3,3,3,3,4,4,4,4,3,5,4,3,1,4,4,4,4,5,4,2,4,5,5,0,1,4,3,5,4,3,3,2
"1",1,3,7,7,5,72,2,5,2,4,1,2,1,4,1,1,57,4,4,4,4,4,4,4,4,3,1,5,4,3,1,3,4,4,4,5,4,4,5,4,5,1,1,4,2,4,5,4,3,3
"1",1,3,6,6,6,52,3,3,3,3,3,5,2,4,2,3,43,3,4,2,3,3,3,3,3,3,2,5,4,3,0,4,3,3,3,5,4,2,4,4,5,7,7,3,3,3,5,3,3,3
"1",1,3,6,6,6,43,3,2,3,3,3,4,3,2,4,4,53,4,4,3,3,3,4,3,5,5,3,4,4,4,1,4,2,2,3,2,4,1,4,2,6,7,7,3,3,4,4,4,3,3
"1",1,3,7,7,7,54,1,1,3,3,4,3,3,4,1,1,45,3,3,2,4,1,4,2,4,4,2,5,4,4,1,5,5,5,5,5,4,2,4,2,6,7,7,4,2,3,5,4,4,1
"1",1,1,7,7,7,37,1,2,4,3,5,5,1,1,4,4,45,3,3,3,3,4,3,3,4,3,2,6,5,4,1,4,5,5,5,1,4,3,4,3,6,7,1,5,3,6,4,5,4,2
"1",1,3,7,7,7,72,5,5,1,5,1,3,2,5,1,1,71,5,5,5,5,5,5,5,2,1,1,7,5,5,1,5,5,5,5,5,5,5,5,6,6,1,1,5,3,4,6,5,4,2
"1",1,3,7,7,7,47,4,5,5,4,5,5,1,5,1,5,75,5,5,5,5,5,5,5,4,5,5,4,4,4,1,5,5,5,5,5,5,5,5,6,6,0,1,5,3,4,3,1,4,2
"1",1,3,6,1,7,77,4,4,1,4,1,1,1,5,1,2,66,4,4,5,5,4,5,5,5,3,2,6,4,4,1,4,4,4,4,5,5,5,5,6,6,1,1,4,4,1,6,5,4,3
"1",2,1,7,7,7,72,4,5,2,5,1,2,2,5,1,1,60,4,4,4,4,4,4,4,5,5,2,5,4,4,0,4,4,4,4,5,5,5,5,5,5,0,0,4,3,6,6,6,4,3
"1",1,3,5,5,5,53,3,3,2,3,3,3,3,5,2,3,49,4,3,3,3,3,4,4,3,3,3,4,5,4,1,4,4,3,3,5,5,5,2,6,6,1,1,3,3,6,4,4,3,2
"1",1,3,4,6,7,72,5,5,2,5,1,1,1,4,2,2,60,5,5,5,3,5,3,5,2,1,1,7,5,5,1,5,5,5,5,5,5,5,5,6,6,1,1,5,1,1,6,7,4,3
"1",1,2,6,6,7,55,2,3,1,3,3,3,3,2,1,3,43,3,3,3,3,3,3,4,3,3,3,4,5,3,1,5,5,5,5,5,5,3,4,4,6,7,0,4,4,3,5,6,4,2
"1",1,3,3,3,5,49,3,3,4,2,3,4,2,4,2,4,41,3,2,3,3,2,4,3,3,3,3,5,3,3,1,4,3,4,3,5,4,5,5,5,4,1,1,4,3,6,6,4,3,3
"1",1,3,6,6,5,54,3,3,2,3,3,3,3,3,2,2,49,4,3,3,3,3,4,4,3,3,3,5,4,4,1,4,4,4,3,5,3,5,4,6,5,0,1,4,3,2,4,5,4,3
"1",1,3,3,1,3,35,2,3,5,1,5,5,4,2,3,4,57,5,3,3,3,2,5,5,4,5,4,5,5,4,1,5,3,4,2,5,4,5,5,3,6,1,0,4,3,5,5,3,3,3
"1",2,2,7,6,3,59,2,3,2,4,3,3,2,3,2,1,55,4,5,3,5,3,4,3,3,5,3,4,4,3,1,1,1,1,1,5,1,4,5,1,6,0,0,3,3,1,5,4,3,3
"1",2,2,5,5,7,51,3,3,3,3,4,4,3,3,1,3,60,4,4,3,4,3,5,5,5,5,3,6,5,5,0,5,4,3,3,5,5,4,5,5,5,0,0,4,3,1,3,4,2,2
"1",1,3,6,7,7,72,5,4,1,4,1,3,1,5,1,2,50,3,4,4,4,3,4,4,3,4,3,5,5,3,1,3,4,4,3,4,3,4,4,4,6,1,0,3,4,2,6,3,4,3
"1",1,2,6,7,7,34,2,2,4,2,5,5,4,2,4,4,56,5,2,4,4,4,4,3,4,3,3,6,3,4,1,5,4,4,4,3,5,3,4,6,6,0,0,5,2,1,4,7,4,3
"1",1,3,7,7,7,49,3,5,2,4,2,4,4,4,2,5,65,5,5,5,5,3,4,5,1,3,2,5,5,5,0,4,4,5,4,5,4,4,5,6,6,1,1,5,5,3,5,3,4,3
"1",1,3,7,5,5,56,3,2,2,5,3,4,2,3,2,2,61,4,3,5,4,3,5,5,5,4,3,6,5,4,0,5,5,2,2,5,5,1,5,5,6,1,0,4,2,4,6,7,3,3
"1",1,2,4,3,2,59,3,3,3,2,3,2,2,3,1,2,48,4,3,4,3,3,4,3,3,3,2,5,5,4,1,2,2,4,4,5,4,3,4,4,5,1,1,4,2,2,5,5,4,3
"1",2,3,6,5,6,55,3,3,2,3,3,3,3,3,2,2,48,4,3,3,3,3,4,3,4,4,3,5,3,3,1,3,4,4,2,5,4,5,5,4,5,0,1,4,2,5,6,6,3,3
"1",1,3,6,6,6,47,1,2,3,1,3,3,3,2,3,3,41,3,3,3,3,3,4,2,3,3,3,5,3,3,0,3,4,3,3,4,3,2,4,2,5,1,0,3,2,5,3,2,3,3
"1",3,3,4,4,4,55,2,2,2,2,2,2,2,2,2,4,42,3,3,3,3,3,3,3,3,3,3,5,4,4,1,4,4,4,4,4,4,4,4,5,5,1,7,4,4,4,4,6,4,1
"1",3,3,6,7,7,61,2,4,2,3,2,1,2,3,2,2,48,4,4,2,3,2,4,3,4,4,3,5,4,4,1,4,4,4,4,4,3,4,4,4,4,0,0,3,2,1,5,4,3,2
"1",3,3,4,4,5,73,5,4,2,3,1,1,1,4,1,2,56,4,4,4,4,3,4,4,4,4,2,6,4,4,0,3,3,4,3,5,4,5,3,5,5,0,0,4,3,2,5,4,4,3
"1",1,1,3,3,7,32,2,1,5,1,5,5,5,4,1,4,12,1,1,1,1,1,1,1,5,1,5,1,5,1,0,1,1,1,1,5,1,1,5,2,4,0,0,1,1,3,6,3,1,2
"1",1,3,3,4,3,38,3,2,5,2,4,4,4,3,3,4,28,2,1,2,2,1,2,2,2,4,5,4,4,2,0,5,2,4,2,5,2,4,4,4,6,7,1,2,3,6,5,6,2,3
"1",3,3,3,3,3,24,1,2,5,1,5,5,5,1,2,5,24,2,1,1,1,1,3,1,3,3,3,7,3,3,0,3,3,3,3,5,1,5,4,3,3,0,0,3,3,2,1,7,1,1
"1",1,3,7,7,6,61,4,4,2,4,2,2,2,4,2,3,60,4,5,4,4,4,4,4,4,5,2,5,5,4,1,4,4,4,4,5,3,5,5,4,6,0,1,3,4,6,6,3,4,3
"1",1,3,6,6,5,60,3,2,2,3,2,3,2,4,2,2,36,3,2,2,2,2,3,3,3,3,3,4,4,3,0,4,4,4,2,4,4,4,4,5,5,0,1,3,3,5,5,4,3,3
"1",1,3,2,7,3,48,1,5,2,3,5,2,3,1,3,3,39,2,5,3,3,3,2,2,4,4,3,5,3,3,0,4,2,2,2,3,2,2,2,2,5,0,0,3,1,1,4,2,2,3
"1",1,3,6,6,6,57,3,4,2,4,3,3,2,2,2,2,58,4,4,4,4,4,4,4,4,4,2,5,4,4,1,4,4,4,2,5,4,2,4,5,6,1,0,5,3,6,6,2,4,3
"1",1,3,7,7,7,81,5,5,1,5,1,2,1,5,1,2,59,4,5,3,4,3,4,4,5,5,2,5,5,4,1,4,2,4,3,5,5,5,4,3,5,7,0,3,2,3,5,3,4,3
"1",3,3,7,6,6,50,2,3,3,4,3,4,3,4,2,3,46,3,3,3,4,3,4,4,2,2,2,6,4,4,1,4,4,4,4,4,4,1,4,6,6,1,0,5,2,6,4,5,3,1
"1",1,1,5,5,4,38,1,3,5,3,3,5,4,2,3,3,51,3,3,4,4,4,5,3,5,2,2,6,4,3,0,4,3,3,3,5,5,1,5,3,4,7,7,4,1,3,3,4,2,1
"1",1,3,5,5,2,61,4,4,2,4,2,3,2,2,2,2,74,5,5,5,5,4,5,5,4,5,2,6,5,5,1,5,5,5,5,5,5,4,5,6,6,0,1,5,4,6,6,6,4,3
"1",1,3,6,6,4,85,5,5,1,4,1,2,1,5,1,1,43,2,4,2,3,2,5,4,5,2,3,4,5,3,0,2,2,2,2,5,1,1,4,4,5,0,0,2,3,4,2,3,3,2
"1",1,3,1,1,1,74,3,5,1,5,3,1,1,4,1,1,85,5,5,5,5,5,5,5,5,5,1,7,5,5,1,1,5,5,5,5,5,5,5,5,5,0,0,5,1,1,4,7,4,1
"1",1,3,6,6,6,63,3,4,2,4,1,3,2,4,1,2,56,4,4,4,4,3,4,4,4,4,3,5,4,4,1,3,4,4,4,5,4,5,4,5,6,1,1,4,4,6,5,5,4,3
