"HEALTH","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_4","FWB1_5","FWB1_6","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_2","FS1_3"
"0",1,1,1.71696143550798,1.35848071775399,1,37.566077128984,1.71696143550798,1.35848071775399,3.64151928224601,4.64151928224601,5,1.35848071775399,2.35848071775399,4,67.5286170318723,2.07544215326197,4.64151928224601
"0",1,1,4,5.14144770847633,4.14144770847633,36.0098660406657,1,2,2.14144770847633,3,4.85855229152367,1.85855229152367,4.14144770847633,4,42.2631633356214,2.14144770847633,3.14144770847633
"0",1,1,4,6.19900992000476,5.39801984000951,31.7910892800428,1,2.19900992000476,2.60198015999049,2.80099007999524,4,1,4.80099007999524,4,56.796039680019,3,4
"0",1,1,4,5.91936391452327,4.91936391452327,30.2419082564302,1,2,2.91936391452327,2.91936391452327,4.08063608547673,1,5,3.91936391452327,54.3872782904655,2.91936391452327,3.91936391452327
"0",1,1.34975902410224,4,5.65024097589776,5,33.4975902410224,1,2,2.65024097589776,3,4,1.34975902410224,4.65024097589776,4,53.2019278071821,3,3.65024097589776
"0",1,1,4,5.15233680582605,4.15233680582605,32.5429895825218,1,2,2.15233680582605,2.15233680582605,4.84766319417395,1,5,3.15233680582605,39.0467361165211,2.15233680582605,3.15233680582605
"0",1,3,1.95248536486179,1.47624268243089,5.57127195270732,39.8099414594471,2.47624268243089,2,2,3.52375731756911,4.52375731756911,2.47624268243089,3.52375731756911,4.52375731756911,31.9524853648618,2,3
"0",1,3,2.11591595364735,2.11591595364735,5.88408404635265,36,1.44204202317633,2,1.44204202317633,4.55795797682367,5,1.44204202317633,4,4.44204202317633,33.7897898841184,2.55795797682367,3
"0",1,3,2.08242669468746,2.08242669468746,5.91757330531254,39.2472800840624,2,2,2,3.45878665265627,4.45878665265627,2.54121334734373,4,4.45878665265627,33.1648533893749,2.54121334734373,3
"0",1,3,1.1928019458428,1.38560389168561,7,35.517995135393,2,2,2,4.0964009729214,5,2,4,5,32.1568116750568,2.0964009729214,3
"0",1,3,1.35326670156792,1.35326670156792,6.64673329843208,36,1.82336664921604,2,1.82336664921604,4.17663335078396,5,1.82336664921604,4,4.82336664921604,31.8831667539198,2.17663335078396,3
"0",1,3,4,4.46004281868227,5.46004281868227,51.7602569120936,3,3,2.46004281868227,3,3,3,2.53995718131773,3,43.4600428186823,4,3
"0",1,3,4.22979863430373,5,6.22979863430373,55,3,3,3,3,3,3,2,3,45.3787918058224,4,2.77020136569627
"0",1,3,4.30619368609041,5,6.30619368609041,55,3,3,3,3,3,3,2,3,45.8371621165425,4,2.69380631390959
"0",1,3,4.01479748333804,5,5.98520251666196,54.9112150999717,3,3,3,3,3,3,2.01479748333804,3,43.9704050333239,3.98520251666196,3
"0",1,3,4.29784577339888,5,5.85107711330056,55.1489228866994,2.85107711330056,3,3,3,3,3,2,3,43.4043084532022,4,3
"0",1,3,5,4.89832924189977,3,53,2.10167075810023,3,3,3.10167075810023,4,3.10167075810023,2,3,40.2033415162005,3,3
"0",1,3,4.94600167474709,5,3.05399832525291,52.6760100484826,2.05399832525291,3,2.94600167474709,3,4,3,2,3,40.2699916262645,3,2.94600167474709
"0",1,3,4.36136814253405,5,3.63863185746595,49.1682088552043,2.63863185746595,3,2.36136814253405,3,4,3,2,3,43.1931592873298,3,2.36136814253405
"0",1,3,4.38205376500264,5,3.61794623499736,49.2923225900158,2.61794623499736,3,2.38205376500264,3,4,3,2,3,43.0897311749868,3,2.38205376500264
"0",1,3,4.3527570522856,4.3527570522856,3.6472429477144,51.0582711568568,2,3,3,3,3.3527570522856,3,2.6472429477144,3,43.8834576862864,3,3
"0",1,1.60711681493558,3.21423362987116,2.39288318506442,2.39288318506442,18.2142336298712,1,1,3,5,5,1,5,5,49,3.60711681493558,3
"0",1,2,4,2.98100672592409,3.96201345184818,14.0949663703796,1,1,1.03798654815182,5,5,1,5,5,40.1709394666832,3.01899327407591,3
"0",1,1.01633788575418,2.03267577150837,2.98366211424582,2.98366211424582,17.0326757715084,1,1,3,5,5,1,5,5,49,3.01633788575418,3
"0",1,2,4,2,2,18.3526548328809,1,1,2.67632741644047,5,5,1,5,5,45.1159289972857,4,2.67632741644047
"0",1,2,4,2,2,17.7422279212624,1,1,2.37111396063119,5,5,1,5,5,41.4533675275743,4,2.37111396063119
"0",1,3,6,5.40495525416918,6.59504474583082,78.4297315250151,4.40495525416918,3,4,1.59504474583082,1,4.40495525416918,1,1,38.8099105083384,2,1.59504474583082
"0",1,3,6,6,6,81.4368201661855,4.9195457380265,3,3.95977286901325,1,1,5,1.04022713098675,1.04022713098675,40.160908523947,2.04022713098675,1
"0",1,3,6,6,6,75.3045334666967,4.25605927407742,3.74394072592258,4,1,1,5,1,1.74394072592258,44.4636443555355,3.48788145184517,1.74394072592258
"0",1,3,6,6,6,78.3825681547169,4.59806312830187,3.40193687169813,4,1,1,5,1,1.40193687169813,42.4116212301888,2.80387374339625,1.40193687169813
"0",1,3,6,6,6,79.2202101151925,4.69113445724361,3.30886554275639,4,1,1,5,1,1.30886554275639,41.8531932565384,2.61773108551279,1.30886554275639
"0",1,3,5.13360410137102,5.13360410137102,5.13360410137102,54.4655835945159,1,3,3,3,2.13360410137102,2,1.86639589862898,2.13360410137102,39.866395898629,3,2.86639589862898
"0",1,3,5.98157952586189,6,6.01842047413811,51.0736818965524,1.01842047413811,3,3,3,3,2.01842047413811,1.01842047413811,3,39.1105228448287,3.01842047413811,2
"0",1,3,5.43314442993142,5.43314442993142,5.43314442993142,53.2674222802743,1,3,3,3,2.43314442993142,2,1.56685557006858,2.43314442993142,39.5668555700686,3,2.56685557006858
"0",1,3,5.33614786434919,6,6.66385213565081,53.6554085426033,1.66385213565081,3,3,3,3,2.66385213565081,1.66385213565081,3,42.9831128139049,3.66385213565081,2
"0",1,3,5.79017093265429,5.58034186530858,5.79017093265429,53.9376069428399,1,3,3,3,3,2.20982906734571,1,2.79017093265429,39.2098290673457,3,2
"0",1,3,4,4.92590180668049,6,54.2590180668049,2.92590180668049,3,2.92590180668049,3.07409819331951,3,3,2,3.07409819331951,44.5186873532366,4,3
"0",1,3,4,3.87732841446996,6,44.87732841447,2,3,2,4,3,3,2.12267158553004,3.87732841446996,50.0186273157597,4,3.12267158553004
"0",1,3,4,4.5134704047814,6,50.134704047814,2.5134704047814,3,2.5134704047814,3.4865295952186,3,3,2,3.4865295952186,47.4057071665302,4,3
"0",1,3,4,4,6,45,2.09128093835898,3,2.09128093835898,4,3.09128093835898,3.09128093835898,2.09128093835898,4,50.4523143698461,4,3
"0",1,3,4,4.47541078808717,6,49.7541078808717,2.47541078808717,3,2.47541078808717,3.52458921191283,3,3,2,3.52458921191283,47.6721244833898,4,3
"0",1,2,3.15562555962242,4,7,57.2218722018879,3.15562555962242,3,3,3.15562555962242,3,4,1,2.31125111924484,48.7549955230206,2.15562555962242,3
"0",1,2,4.37649826565757,4.37649826565757,7,53.9412456641439,3.81175086717121,3.18824913282879,2.81175086717121,3.81175086717121,3,4,1,3.81175086717121,43.1294947969727,3,3.18824913282879
"0",1,2,4.48452375177294,4.48452375177294,6.03095249645412,52.5154762482271,3.51547624822706,3,3,3.51547624822706,3,3.51547624822706,1.48452375177294,3.51547624822706,42,3,2.51547624822706
"0",1,2,4.4054797841236,4.4054797841236,7,54.013699460309,3.7972601079382,3.2027398920618,2.7972601079382,3.7972601079382,3,4,1,3.7972601079382,43.2164393523708,3,3.2027398920618
"0",1,2,4,4.04822987131774,7,53,3.95177012868226,3,3,3.95177012868226,3,3.95177012868226,1.09645974263549,3.95177012868226,42,3,3
"0",1,3,5.25906861340627,4.25906861340627,6,52.4041664279066,3,4,3.25906861340627,2.74093138659373,4,4.25906861340627,1.74093138659373,2.74093138659373,43.7409313865937,3,2.74093138659373
"0",1,3,5.12323802895844,5,5.12323802895844,59.7394281737506,3,3.12323802895844,3.12323802895844,2,3.12323802895844,4.12323802895844,1.87676197104156,2,44.7535239420831,3,2.87676197104156
"0",1,3,5.90307745547034,4.90307745547034,6,63.3523167429958,3,4,3.90307745547034,2.09692254452966,4,4.90307745547034,1.09692254452966,2.09692254452966,43.0969225445297,3,2.09692254452966
"0",1,3,6,5.897971696686,6,62.306084909942,3.897971696686,3.102028303314,4,2,3.102028303314,4.102028303314,1,2,54.673632056918,3.897971696686,2.897971696686
"0",1,3,5.13902125624008,4.13902125624008,6,50.3633613560814,3,4,3.13902125624008,2.86097874375992,4,4.13902125624008,1.86097874375992,2.86097874375992,43.8609787437599,3,2.86097874375992
"0",1,3,4,4,4,54.5710689590778,3,3,3,2.82543678232469,3,4.82543678232469,1,2.82543678232469,52.6508735646494,4,3.82543678232469
"0",1,3,4,5.44927943777293,4.72463971888646,58.0724780322053,3,3,3,3.72463971888646,3,5,1,3,49.3768014055677,4,3.27536028111354
"0",1,3,4,4,4,55.6458887197077,3,3,3,3,3,5,1,2.55901854671538,53.6614721799269,4,4
"0",1,3,4.73968435870484,4.73968435870484,4.73968435870484,50.7809469238855,3,3,3,3.73968435870484,3.73968435870484,4.26031564129516,1,3,55.2190530761145,4,4
"0",1,3,3.32203813316301,3.6610190665815,3.6610190665815,55.033885600511,2.6610190665815,3,3,2.6610190665815,3,5,1,3,52.322038133163,4,4
"0",1,3,4.09399253292941,4.09399253292941,4.09399253292941,32.6240298682824,1,2.09399253292941,1.90600746707059,5,5,1,4,4,35.2819775987882,2.09399253292941,2.09399253292941
"0",1,3,5,5,5,27.6020520422608,1,2.65051301056519,1,5,4.65051301056519,1,4.34948698943481,4.34948698943481,43.9412788203917,3.34948698943481,3.34948698943481
"0",1,3,4.27727954136208,4.27727954136208,4.27727954136208,31.8908818345517,1,2.27727954136208,1.72272045863792,5,5,1,4,4,35.8318386240862,2.27727954136208,2.27727954136208
"0",1,3,5,5,5,28.673998888582,1,2.9184997221455,1,5,4.9184997221455,1,4.0815002778545,4.0815002778545,39.3855047235265,3.0815002778545,3.0815002778545
"0",1,3,4.08145908894949,4.08145908894949,4.08145908894949,32.6741636442021,1,2.08145908894949,1.91854091105051,5,5,1,4,4,35.2443772668485,2.08145908894949,2.08145908894949
"0",1,3,4.50686101336032,3.25343050668016,3.25343050668016,63.2671525334008,4.25343050668016,2.49313898663968,2.74656949331984,1.74656949331984,1.74656949331984,5,2,2,60.2534305066802,5,4
"0",1,3,6,4,4,65.4334393460304,4.47781311534345,2.56656065396965,3.0443737693131,1.52218688465655,1.52218688465655,5,2,2,58.3890655767173,4.47781311534345,4
"0",1,3,4.62274887505919,3.31137443752959,3.31137443752959,63.556872187648,4.31137443752959,2.37725112494081,2.68862556247041,1.68862556247041,1.68862556247041,5,2,2,60.3113744375296,5,4
"0",1,3,5.37366718426347,3.68683359213173,3.68683359213173,65.4341679606587,4.68683359213173,1.62633281573653,2.31316640786827,1.31316640786827,1.31316640786827,5,2,2,60.6868335921317,5,4
"0",1,3,6,4,4,66.7243923360948,4.90813077869825,1.27560766390525,2.1837384426035,1.09186922130175,1.09186922130175,5,2,2,60.5406538934913,4.90813077869825,4
"0",1,3,6.87915487168357,6.93957743584178,7,35.3021128207911,4.87915487168357,4.93957743584178,3.93957743584178,5,4.87915487168357,3.93957743584178,3.93957743584178,4.93957743584178,51.8187323075254,5,4
"0",1,3,5.63464794214815,6.31732397107407,7,38.4133801446296,3.63464794214815,4.31732397107407,3.31732397107407,5,3.63464794214815,3.31732397107407,3.31732397107407,4.31732397107407,49.9519719132222,5,4
"0",1,3,6.53328214096837,6.53328214096837,6.53328214096837,39.6671785903163,4.53328214096837,4.53328214096837,4,4.53328214096837,4.53328214096837,3.53328214096837,3.53328214096837,4.06656428193673,47.3328214096837,4.06656428193673,3.53328214096837
"0",1,3,6.940446422901,6.9702232114505,6.9702232114505,35.238214308396,4.940446422901,4.940446422901,3.9702232114505,4.9702232114505,4.9702232114505,3.9702232114505,4,4.9702232114505,52.0297767885495,4.9702232114505,4
"0",1,2.36518374527805,7,7,7,29.2866537075024,5,5,4.63481625472195,5,5,4.63481625472195,4.63481625472195,5,58.9829788019415,4.36518374527805,4.63481625472195
"0",1,2,4,2.55721020535566,2.55721020535566,36.5572102053557,1.44278979464434,3.11442041071132,3.55721020535566,5,4.44278979464434,2.44278979464434,3,3.55721020535566,45.343261232134,3.55721020535566,3
"0",1,2,4,3,3,40.0325698454399,1,3.32609558990225,4,5,4.33695220504887,2.33695220504887,2.32609558990225,3.66304779495113,49.0108566151466,4,3
"0",1,2,4,2.62187361670658,2.62187361670658,36.6218736167066,1.37812638329342,3.24374723341316,3.62187361670658,5,4.37812638329342,2.37812638329342,3,3.62187361670658,45.7312417002395,3.62187361670658,3
"0",1,2,4,3.98879756359383,3.98879756359383,38.9775951271877,1.98879756359383,2.02240487281233,3.01120243640617,4.01120243640617,4,2,3.98879756359383,3.01120243640617,51.9551902543753,3.01120243640617,3
"0",1,2,4,2.59700321638957,2.59700321638957,36.5970032163896,1.40299678361043,3.19400643277913,3.59700321638957,5,4.40299678361043,2.40299678361043,3,3.59700321638957,45.5820192983374,3.59700321638957,3
"0",1,3,1.54572260100394,3,4,22.6371678030118,1,1,1.27286130050197,1,5,1,5,4.72713869949803,52.6356934974901,3,2.27286130050197
"0",1,3,2.01067169103771,3,3.50533584551886,28.9786566179246,1,1,2,1,5,1,5,4.49466415448114,46.0320150731131,2.01067169103771,3
"0",1,3,1.0967099503614,3,3.0483549751807,30.8065800992772,1,1,2,1,5,1,5,4.9516450248193,43.2901298510842,1.0967099503614,3
"0",1,3,3.63496689358726,3.63496689358726,4.31748344679363,30.4923179147299,1,1.31748344679363,2,1.31748344679363,4.68251655320637,1,4.68251655320637,4,41.3803972769529,3,2.68251655320637
"0",1,3,3.14423170313239,3.14423170313239,4.0721158515662,27.7932743672282,1,1.0721158515662,2,1.0721158515662,4.9278841484338,1,4.9278841484338,4,47.2692195624113,3,2.9278841484338
"0",1,3,4,4.46678570285439,2.93357140570879,51,2.46678570285439,2,2.53321429714561,3,2.53321429714561,3.46678570285439,2,4,43.4667857028544,3,3
"0",1,3,4,4.59003520221449,4,50.180070404429,3,2.40996479778551,2.40996479778551,3,2.40996479778551,3.59003520221449,2.40996479778551,3.59003520221449,43.180070404429,3,3
"0",1,3,4,4.48454719479196,4,49.9690943895839,3,2.51545280520804,2.51545280520804,3,2.51545280520804,3.48454719479196,2.51545280520804,3.48454719479196,42.9690943895839,3,3
"0",1,3,4,4.76685535139404,4,50.5337107027881,3,2.23314464860596,2.23314464860596,3,2.23314464860596,3.76685535139404,2.23314464860596,3.76685535139404,43.5337107027881,3,3
"0",1,3,4,4.25973951793276,2.51947903586552,51,2.25973951793276,2,2.74026048206724,3,2.74026048206724,3.25973951793276,2,4,43.2597395179328,3,3
"0",2,3,7,7,6.65795619180426,80.1710219040979,4.17102190409787,4.17102190409787,5,1,1.17102190409787,5,1,2,73.8028466713149,5,4.82897809590213
"0",2,3,6.94277167622931,6.82831502868794,4.94277167622931,81.4578265901655,5,5,5,1,1.94277167622931,4.94277167622931,1,1.94277167622931,68.2861416188534,5,4
"0",2,3,7,6.36060682078823,5.31969658960588,78.7621238727588,4.68030341039412,4.68030341039412,4.68030341039412,1,2,5,1,1.68030341039412,64.1636409247294,5,4
"0",2,3,7,7,6.92376098362729,80.0381195081864,4.03811950818636,4.03811950818636,5,1,1.03811950818636,5,1,2,74.7331634426955,5,4.96188049181364
"0",2,3,6.84972038003616,6.54916114010848,4.84972038003616,82.2022369597107,5,5,5,1,1.84972038003616,4.84972038003616,1,1.84972038003616,68.7513980998192,5,4
"0",1,3,5.51463269884698,4.48536730115302,4.48536730115302,54.1170615907758,3,3,3.51463269884698,4,3.48536730115302,3,1.48536730115302,2.48536730115302,47.029265397694,3,2.48536730115302
"0",1,3,6,4.41083607613109,4,56.7674917716067,2.58916392386891,3,3.58916392386891,3.58916392386891,3,3,1.41083607613109,2,45.9458196193445,3.41083607613109,2
"0",1,3,6,4.60371396550909,4,61.0185698275454,3,3,3.39628603449091,3.39628603449091,2.39628603449091,3.60371396550909,1.60371396550909,2,48.6037139655091,3,2.60371396550909
"0",1,3,6,4.91979625984095,4,62.5989812992048,3,3,3.08020374015905,3.08020374015905,2.08020374015905,3.91979625984095,1.91979625984095,2,48.919796259841,3,2.91979625984095
"0",1,3,6,3.27471353020519,4.72528646979481,59.4505729395896,3.72528646979481,3.72528646979481,4,4,2.27471353020519,3.72528646979481,1,2,45.8241405906156,3,2
"0",1,3,5.60797739773989,6,5,62.0398869886994,4.60797739773989,4,4,2.60797739773989,2,4.60797739773989,1.39202260226011,3,62.2558417841792,4.60797739773989,4.60797739773989
"0",1,3,5.07846077042632,6,5,59.3923038521316,4.07846077042632,4,4,2.07846077042632,2,4.07846077042632,1.92153922957368,3,58.5492253929842,4.07846077042632,4.07846077042632
"0",1,3,5.13516270485707,5.13516270485707,5,65.7296745902859,4.13516270485707,4,4.86483729514293,2.13516270485707,2.86483729514293,4.13516270485707,1,3,61.5406508194283,4.13516270485707,4.13516270485707
"0",1,3,5.809370449977,5.809370449977,5,64.381259100046,4.809370449977,4,4.190629550023,2.809370449977,2.190629550023,4.809370449977,1,3,64.237481799908,4.809370449977,4.809370449977
"0",1,3,5.79137497069314,6,5,62.9568748534657,4.79137497069314,4,4,2.79137497069314,2,4.79137497069314,1.20862502930686,3,63.539624794852,4.79137497069314,4.79137497069314
"0",1,2,2.32416680688038,2.16208340344019,2.16208340344019,34.2966672275215,1.83791659655981,1.83791659655981,2,2.16208340344019,5,2.16208340344019,2,4.83791659655981,33.1620834034402,2,2
"0",1,2,2,2,3.07435998972505,40.5205199280754,1.46282000513747,1.46282000513747,2.53717999486253,2,4.46282000513747,2,2,3.92564001027495,35.1487199794501,2,2
"0",1,2,2,2,2,33,1.79091145517305,1.79091145517305,2,2,4.79091145517305,2,2.20908854482695,5,33.6272656344809,1.79091145517305,2
"0",1,2,3.82458808971569,1.08770595514216,2,43.0352344934363,2.91229404485784,2.91229404485784,2,2.91229404485784,5,2.91229404485784,1.08770595514216,5,39.3860583140049,2.91229404485784,2
"0",1,2,2,2,2.7954777511768,38.5683442582376,1.6022611244116,1.6022611244116,2.3977388755884,2,4.6022611244116,2,2,4.2045222488232,34.5909555023536,2,2
"0",1,3,4.42831876897253,4.42831876897253,4.57168123102747,49.1433624620549,1.57168123102747,3,2,5,3.42831876897253,2,1.57168123102747,3.85663753794506,56.8601747723296,5,3.57168123102747
"0",1,3,4.21651306049898,4.21651306049898,4.78348693950102,49.566973879002,1.78348693950102,3,2,5,3.21651306049898,2,1.78348693950102,3.43302612099797,59.4018432740122,5,3.78348693950102
"0",1,3,4.39512045471929,4.39512045471929,4.60487954528071,49.2097590905614,1.60487954528071,3,2,5,3.39512045471929,2,1.60487954528071,3.79024090943858,57.2585545433685,5,3.60487954528071
"0",1,3,5,5,4.82053109630942,51.2821243852377,1.82053109630942,3,2.82053109630942,4.17946890369058,4,2,1,3.35893780738115,37.6920335553586,4.17946890369058,2.17946890369058
"0",1,3,4.56773506873287,4.56773506873287,4.86452986253425,46.7032052061986,1.43226493126713,3,2,4.56773506873287,3.56773506873287,2.43226493126713,1.43226493126713,4.56773506873287,50.4322649312671,4.56773506873287,3
"0",1,3,5,6,6,56.586752694333,3,3,3,2.48264946113341,3,3.48264946113341,2,2.48264946113341,39.4479483834002,3,2
"0",1,3,5,5.37642318848521,6.62357681151479,54.6235768115148,3,3,3,3,3,3.37642318848521,2,3,46.6121913036332,3.62357681151479,2
"0",1,3,5,6,6,54.4140139266383,3,3,3,2.91719721467234,3,3.91719721467234,2,2.91719721467234,40.751591644017,3,2
"0",1,3,5,6,6,54.099789473461,3,3,3,2.9800421053078,3,3.9800421053078,2,2.9800421053078,40.9401263159234,3,2
"0",1,3,5,6,6.40275558689609,54.4027555868961,2.59724441310391,3,3,3,3,3.59724441310391,2,3,42.6110223475844,3.40275558689609,2
"0",1,3,6.35192295233719,5.70384590467438,1.64807704766281,62.1673065710347,3.70384590467438,3,3,2,2.64807704766281,3.35192295233719,1.35192295233719,2,46.1846163813025,3.64807704766281,3
"0",1,3,6.63045649393462,6.26091298786923,2.10863051819615,66.1522824696731,4.26091298786923,3,3,2.36954350606538,2,4,2,2,43.9563480485231,3,3
"0",1,3,6.89619776653126,6.89619776653126,1,67.4290877159219,4.89619776653126,3,3,2.05190111673437,2.05190111673437,4,2,2,41,3,3
"0",1,3,6.36644884292036,5.73289768584073,1.63355115707964,62.2980395862833,3.73289768584073,3,3,2,2.63355115707964,3.36644884292036,1.36644884292036,2,46.0684092566371,3.63355115707964,3
"0",1,3,6.66314993752167,6.32629987504333,1.33685006247833,64.968349437695,4.32629987504333,3,3,2,2.33685006247833,3.66314993752167,1.66314993752167,2,43.6948004998267,3.33685006247833,3
"0",1,3,3.91363900853321,3.08636099146679,4,42.3954730597325,2.91363900853321,2.91363900853321,2,4.08636099146679,4,1.08636099146679,3.91363900853321,3.91363900853321,39,3.91363900853321,2
"0",1,3,4,3,4,44.0080707259476,3,3,2.12600884074345,3.87399115925655,4,1.12600884074345,3.87399115925655,3.87399115925655,39.1260088407435,3.87399115925655,2.12600884074345
"0",1,3,3.43583552958444,3.56416447041556,4,39.0508487070911,2.43583552958444,2.43583552958444,2,4.56416447041556,4,1.56416447041556,3.43583552958444,3.43583552958444,39,3.43583552958444,2
"0",1,3,3.15439292322844,3.84560707677156,4,42.1543929232284,2.15439292322844,3,2,3.15439292322844,4,1.84560707677156,3.15439292322844,4,46.610463690944,3.15439292322844,2
"0",1,3,3.55567234405316,2.55567234405316,3.55567234405316,42.5556723440532,2.55567234405316,2.55567234405316,2.44432765594684,4,4.44432765594684,1.44432765594684,4,4,38.5556723440532,4,2.44432765594684
"0",1,2,5.43206070270389,4.56793929729611,5,52,2.56793929729611,3,2.56793929729611,3,3,3,2,3,41.1358785945922,2.56793929729611,2.43206070270389
"0",1,2,5.24260342260823,4.75739657739177,5.75739657739177,48.2130171130411,1.24260342260823,2.24260342260823,2,3,3,2.24260342260823,2,3,43.0295863095671,2.75739657739177,3
"0",1,2,5.82474213815294,4,4.82474213815294,52.5257735855412,2,2.82474213815294,2,3,3,3.17525786184706,2,2.82474213815294,40.3505157236941,2.17525786184706,3
"0",1,2,6,4.76537511497736,5.38268755748868,52,2,3,2.38268755748868,3,3,3,2,3,41.5307502299547,2.38268755748868,3
"0",1,2,5.74320383300073,4.25679616699927,5,52,2.25679616699927,3,2.25679616699927,3,3,3,2,3,40.5135923339985,2.25679616699927,2.74320383300073
"0",1,1,4.00719988020137,3.00719988020137,3.99640005989932,33.0251995807048,2,2,2,4.99640005989932,4,2,2.00359994010068,3.99640005989932,34.9784003593959,2.00359994010068,2
"0",1,1,5.63336640456691,5,3.73326719086617,38.1668320228346,2,1.63336640456691,2.36663359543309,4.36663359543309,4.36663359543309,2,3,3,30.0999007862993,2.63336640456691,2
"0",1,1,5.70265196077526,5,3.29734803922474,41.189392156899,2.14867401961237,2,2,3.85132598038763,4,2,3,3,30.4867401961237,3,2.14867401961237
"0",1,1,5.21297947550192,4.60648973775096,3.39351026224904,39.606489737751,2.39351026224904,2.39351026224904,2,3.60648973775096,3.60648973775096,1.60648973775096,3,3,29.393510262249,3,2
"0",1,1,5.10439240792766,4.10439240792766,3.44780379603617,36.8653734277468,2,2,2,4.44780379603617,4,2,2.55219620396383,3.44780379603617,31.686822776217,2.55219620396383,2
"0",1,3,6,4.46525908540934,5.46525908540934,50.5241840551607,1.73262954270467,1.73262954270467,3,3.73262954270467,4.26737045729533,3,2,3,48.406334115658,4,3.26737045729533
"0",1,3,5.19237459357828,3.80762540642172,4.80762540642172,45.8457524385303,2.61525081284344,1.80762540642172,3,3.80762540642172,4.19237459357828,2.19237459357828,2,3,50.1542475614697,4,4
"0",1,3,6,3,4.52341430913657,45.7107287822291,1,1,3,3,4.47658569086343,2.47658569086343,2,3,49.2424425994977,3.47658569086343,3.47658569086343
"0",1,3,4.75422020140104,3.41525993286632,3.58474006713368,42.245779798599,1.41525993286632,1.41525993286632,3,3.41525993286632,5,2.58474006713368,2,3,49.6016208727378,4,4
"0",1,3,6,3,4.14131094398908,42.2717984959017,1,1,3,3,4.85868905601092,2.85868905601092,2,3,53.4455796161201,3.85868905601092,3.85868905601092
"0",1,3,5,5,5,52.4870428338181,2.50259143323638,3,3.49740856676362,3.50259143323638,3.50259143323638,4,1.49740856676362,3,51.0259143323638,4,4
"0",1,3,5,5,5,50,3,3,3,4,4,3.24302689335309,1.75697310664691,3,48.4302689335309,3.24302689335309,3.24302689335309
"0",1,3,4.97197013278492,4.97197013278492,4.97197013278492,50.0840896016452,3,3,3,3.97197013278492,3.97197013278492,4.02802986721508,1,3,55.9159103983548,4,4
"0",1,3,4.40866715600714,5.59133284399286,5,55.9133284399286,3,3,3,4,3.40866715600714,4.59133284399286,1,3,51.2693372480571,4,3.40866715600714
"0",1,3,5,5,5,50,3,3,3,4,4,3.27047508233227,1.72952491766773,3,48.7047508233227,3.27047508233227,3.27047508233227
"0",1,1,5.90546486107633,6.04726756946184,6.04726756946184,52.8581972916145,1.95273243053816,3,3,3.04726756946184,3.04726756946184,3,3,2,47.4254081251565,4,3.04726756946184
"0",1,1.07914736843668,5.92085263156332,6,6,53.0791473684367,2,3,3,3,3.07914736843668,3,3,2,47.3165894737467,3.92085263156332,3
"0",1,1,5.91339021944441,5.82678043888882,5.91339021944441,52.6535608777776,2,2.91339021944441,2.91339021944441,3,3,2.91339021944441,3,2,47,4,3
"0",1,1,6,6,6,50.9866644954309,2,3,3.50333387614228,3,3,3,3,2,48.5100016284268,3.49666612385772,3
"0",1,1.83085782127455,5.16914217872545,6,6,53.8308578212745,2,3,3,3,3.83085782127455,3,3,2,50.3234312850982,3.16914217872545,3
"0",1.77920560026541,3,3,3,5,42,2,2,2,3.77920560026541,4.77920560026541,3,3.22079439973459,4,38.1168224010617,3,2.22079439973459
"0",1.39157573389821,3,3,3,5,42,2,2,2,3.39157573389821,4.39157573389821,3,3.60842426610179,4,36.5663029355928,3,2.60842426610179
"0",1.53807389154099,3,3,3,5,42,2,2,2,3.53807389154099,4.53807389154099,3,3.46192610845901,4,37.152295566164,3,2.46192610845901
"0",2,3,3,3.78826571116224,4.60586714441888,41.6058671444189,2.39413285558112,2,2.39413285558112,4,4.60586714441888,3,3,4,37.4234685776755,3,1.60586714441888
"0",2,3,4.22011895338073,4.22011895338073,5,43.2201189533807,1.38994052330963,2,2,3.38994052330963,5,3,2.38994052330963,4,42.6603568601422,3,2.61005947669037
"0",1,1,1.13038991950452,5,7,15.8696100804955,1,1.93480504024774,1,5,5,1,5,5,27.761295764707,1,1
"0",1,1,2.66406130278483,4.16796934860758,6.16796934860758,14.3359386972152,1,1.16796934860758,1,5,5,1,5,5,34.8242145597469,1,2.66406130278483
"0",1,1,1,2.75298039941117,6.25099346647039,14.5019869329408,1,1.25099346647039,1,5,5,1,5,5,20.0119215976447,1,1
"0",1,1,2.71657300880179,4.14171349559911,6.14171349559911,14.2834269911982,1,1.14171349559911,1,5,5,1,5,5,35.0080055308063,1,2.71657300880179
"0",1,1,1.02744070021436,4.98627964989282,6.98627964989282,15.9725592997856,1,1.98627964989282,1,5,5,1,5,5,29.0960424507502,1,1.02744070021436
"0",1,2.30543815577403,4.30543815577403,4.69456184422597,5.69456184422597,33.0543815577403,1,3,2.30543815577403,4.69456184422597,5,2,4.69456184422597,4.69456184422597,39.305438155774,1.30543815577403,2
"0",1,2,3.20590607682243,5.79409392317757,6,30.7940939231776,1,1.41181215364486,2,5,5,2,5,4.20590607682243,34.2354364609346,1,2
