"HEALTH","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_4","FWB1_5","FWB1_6","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_2","FS1_3"
"1",1,3,5,6,6,57,3,3,3,2,3,4,1,3,53,3,4
"1",2,3,6,6,4,58,5,4,3,4,4,5,2,3,51,4,3
"1",3,3,7,7,7,86,5,5,5,1,1,5,1,1,85,5,5
"1",1,3,6,6,7,48,4,3,3,4,4,3,2,3,59,5,5
"1",1,2,3,3,3,51,3,3,2,3,3,2,2,4,60,2,5
"1",1,3,5,5,5,59,4,4,4,1,2,3,2,3,49,4,3
"1",3,3,5,5,5,29,1,1,3,4,5,1,4,4,49,4,4
"1",1,3,6,6,6,78,5,4,4,1,2,5,1,1,59,3,4
"1",2,3,7,5,5,70,3,4,4,1,2,3,2,2,49,4,3
"1",1,3,6,6,6,65,3,4,4,1,2,4,2,2,54,4,3
"1",2,3,7,7,3,75,4,4,5,2,1,5,1,1,49,3,3
"1",1,3,7,7,7,53,3,3,5,3,3,2,2,3,42,3,3
"1",1,3,5,6,7,52,4,4,3,3,3,3,2,4,59,4,5
"1",1,3,6,6,5,46,2,3,3,3,3,3,3,3,44,3,3
"1",1,3,5,5,5,57,3,3,3,2,3,4,2,3,43,3,3
"1",1,3,7,7,7,56,3,3,3,3,3,4,2,2,58,4,4
"1",3,3,1,1,1,14,1,1,1,5,5,1,5,5,79,3,5
"1",1,3,4,4,5,61,4,3,4,2,2,5,2,2,53,5,3
"1",1,3,6,6,6,61,4,3,4,3,2,5,2,1,60,5,4
"1",2,3,6,5,5,64,3,3,3,2,2,4,1,2,39,4,3
"1",1,3,7,7,7,86,5,5,5,1,1,5,1,1,78,5,5
"1",1,3,4,5,6,43,3,3,3,3,4,3,2,4,51,4,4
"1",1,3,7,7,7,51,4,4,4,4,4,3,2,2,43,4,3
"1",1,3,5,3,6,57,1,3,3,2,3,2,3,1,51,2,4
"1",1,3,5,6,6,50,1,2,3,3,4,3,3,3,51,4,4
"1",2,3,5,5,6,62,3,4,4,2,2,4,2,2,58,4,4
"1",1,3,6,7,7,58,3,2,3,3,3,3,3,2,53,3,4
"1",1,3,3,3,5,35,1,3,2,4,4,5,5,4,42,2,2
"1",1,3,6,5,7,52,3,1,3,3,1,3,2,3,46,4,4
"1",1,3,7,7,7,77,5,4,4,1,2,5,1,1,61,5,3
"1",1,3,7,7,7,52,2,3,3,3,3,2,3,3,49,4,3
"1",1,3,7,4,1,77,4,4,4,1,3,4,1,1,61,5,3
"1",1,3,2,2,6,43,1,2,2,5,5,5,1,4,67,5,4
"1",1,2,3,2,5,33,1,1,2,4,5,1,3,4,29,2,1
"1",1,3,6,6,6,74,3,4,4,1,3,5,1,2,65,4,5
"1",3,3,5,7,6,56,4,4,3,4,3,3,1,3,48,3,3
"1",1,3,5,5,6,53,3,3,3,3,3,3,2,3,42,3,3
"1",3,2,7,5,5,53,3,3,3,3,4,3,3,2,41,3,3
"1",3,2,4,6,5,36,1,1,1,1,5,1,3,5,63,4,5
"1",2,3,6,6,5,74,5,4,4,2,2,5,1,1,45,3,2
"1",1,3,7,4,7,43,3,3,3,3,5,3,3,5,42,3,3
"1",1,3,7,7,7,43,5,5,5,5,5,5,1,1,79,5,5
"1",1,3,6,6,6,51,2,4,2,3,3,4,3,2,40,3,3
"1",1,1,1,2,4,46,3,2,2,3,5,5,2,5,49,4,3
"1",1,3,6,7,4,67,5,5,5,1,4,5,1,2,57,5,3
"1",1,3,7,7,6,67,5,5,5,2,2,5,1,3,67,5,4
"1",1,2,6,6,6,60,2,4,4,3,1,4,2,4,48,3,2
"1",1,3,6,6,6,52,3,3,3,3,5,4,2,3,43,4,2
"1",1,2,5,5,6,41,1,2,2,4,4,1,4,4,31,1,2
"1",1,3,6,6,7,60,4,3,4,3,4,4,2,2,51,5,4
"1",1,3,5,5,7,50,4,4,4,4,5,3,1,4,56,4,2
"1",1,3,6,6,5,54,3,3,3,3,3,3,2,3,42,3,3
"1",1,3,5,5,6,52,3,3,3,3,3,3,3,2,48,4,4
"1",1,3,4,5,5,38,2,3,2,5,5,2,4,4,42,3,3
"1",1,3,6,3,5,62,4,4,4,1,3,5,2,2,54,5,1
"1",1,3,6,6,6,47,1,2,1,3,3,2,3,3,41,3,3
"1",1,3,7,7,7,60,4,4,4,1,3,5,2,3,61,4,3
"1",1,3,6,6,6,58,4,4,4,2,2,4,2,2,57,4,4
"1",1,3,3,4,6,37,4,2,3,4,5,4,3,4,42,3,1
"1",1,3,6,7,7,62,5,4,4,2,2,4,2,3,51,4,4
"1",2,2,6,6,7,61,5,4,5,4,4,4,1,2,50,3,3
"1",1,3,4,4,4,57,4,3,3,3,2,4,2,2,48,4,2
"1",1,3,6,6,6,61,4,4,4,2,2,4,2,2,53,5,3
"1",2,3,7,6,6,88,5,5,5,1,2,5,1,1,48,4,3
"1",3,2,4,5,7,49,2,2,2,3,3,2,3,3,36,2,3
"1",1,3,5,7,7,51,3,3,3,3,4,4,2,4,45,4,3
"1",3,3,6,6,6,61,5,4,4,3,3,3,1,3,54,4,4
"1",1,3,7,7,7,63,4,4,4,2,3,5,2,2,71,5,5
"1",1,3,5,5,5,60,4,4,4,3,2,4,2,3,42,3,3
"1",3,1,7,7,7,26,5,5,5,5,5,5,5,5,79,5,5
"1",3,3,7,6,6,58,3,4,4,3,3,4,2,2,51,3,3
"1",1,3,4,5,2,45,4,3,3,4,5,3,2,4,54,4,3
"1",1,3,7,7,7,63,4,5,4,4,3,5,1,5,57,4,3
"1",1,1,4,5,4,41,2,2,2,5,3,2,4,4,37,3,3
"1",1,3,7,7,4,58,4,4,4,4,2,3,1,2,58,4,4
"1",1,3,5,5,4,54,3,3,4,3,3,3,2,2,52,4,4
"1",1,3,7,7,5,63,3,3,4,3,3,3,1,2,62,5,4
"1",1,3,6,7,7,51,3,3,4,3,2,2,3,4,55,4,4
"1",3,3,7,7,7,45,4,4,4,3,4,4,3,4,50,4,3
"1",1,3,7,7,7,57,4,4,4,2,4,5,2,3,58,5,4
"1",1,3,7,7,5,53,3,3,4,2,4,2,2,3,50,3,3
"1",1,3,5,6,6,79,5,5,4,1,2,5,1,1,78,5,5
"1",1,1,5,5,6,45,2,3,1,3,5,4,2,5,34,2,2
"1",2,3,6,6,6,68,4,4,4,4,2,5,1,2,47,3,3
"1",1,1,7,6,7,69,4,4,4,1,1,5,1,3,48,2,2
"1",1,2,6,6,6,52,2,2,3,3,3,3,2,2,53,4,4
"1",2,3,4,5,7,30,1,3,4,5,3,3,5,5,58,3,3
"1",1,3,5,4,4,44,2,2,2,4,4,3,4,2,34,2,2
"1",1,3,6,6,6,57,3,4,3,2,2,4,2,4,43,3,2
"1",2,3,6,6,4,63,4,3,3,2,3,4,1,3,58,5,4
"1",1,3,4,5,5,41,1,3,2,2,4,2,1,4,47,4,4
"1",1,3,5,7,6,62,4,4,4,2,3,4,2,2,51,3,2
"1",1,1,4,5,7,59,1,1,1,2,1,1,1,3,30,2,3
"1",2,3,7,2,6,59,3,3,3,4,2,4,2,2,46,4,2
"1",1,3,6,6,7,54,3,4,4,3,3,3,2,4,46,5,2
"1",2,3,6,6,6,47,3,3,2,4,2,2,2,4,47,4,3
"1",2,1,-1,-1,-1,62,-1,5,-1,-1,3,-1,-1,1,77,-1,5
"1",1,3,6,6,6,66,4,4,4,2,2,5,1,3,57,4,4
"1",1,3,6,6,6,46,1,3,2,3,5,2,3,4,38,3,2
"1",1,3,5,4,7,36,1,2,2,5,5,3,3,4,39,2,2
"1",1,3,7,7,7,57,2,2,3,2,2,2,3,2,40,3,3
"1",1,3,7,7,7,62,4,4,4,3,2,4,1,3,52,4,4
"1",1,3,5,5,6,58,3,3,3,2,3,5,2,3,49,3,3
"1",1,3,3,3,4,48,3,3,2,3,4,4,2,3,45,3,3
"1",1,3,7,6,4,63,4,4,4,2,2,4,2,2,62,5,4
"1",2,3,6,7,6,95,5,5,5,1,1,5,1,1,63,5,3
"1",1,3,7,7,7,63,4,3,5,2,3,3,1,1,81,5,5
"1",1,3,6,7,7,61,4,4,5,1,4,3,1,4,58,5,3
"1",1,3,5,6,7,86,5,5,5,1,1,5,1,1,85,5,5
"1",1,3,7,7,7,54,4,4,4,4,4,4,2,3,60,4,4
"1",3,1,7,7,7,46,3,2,3,4,4,3,1,5,57,4,4
"1",1,3,5,4,4,52,3,3,3,3,2,1,2,2,39,4,2
"1",1,3,6,6,6,52,3,3,3,3,3,3,2,3,42,3,3
"1",1,3,5,5,7,57,3,3,1,3,4,4,2,3,81,5,5
"1",2,3,7,7,5,86,5,4,3,1,1,5,1,1,60,5,4
"1",1,3,5,5,5,59,4,3,3,3,3,3,2,2,51,3,3
"1",1,3,6,7,7,67,4,2,4,2,2,5,1,2,61,5,4
"1",2,2,5,7,4,74,4,2,4,1,2,5,1,1,47,4,2
"1",1,3,4,5,6,45,3,4,3,5,2,2,2,2,31,3,3
"1",2,3,6,4,3,61,3,5,4,3,4,5,1,2,61,4,3
"1",1,3,6,6,6,58,4,5,4,2,3,5,2,3,62,3,4
"1",1,3,6,6,7,53,4,4,4,2,2,2,3,3,47,4,4
"1",1,3,7,7,7,51,3,3,3,2,3,2,3,2,48,3,3
"1",1,1,6,6,6,58,3,3,3,3,2,3,2,2,44,3,3
"1",1,3,5,5,5,55,3,3,4,3,3,4,1,3,54,4,4
"1",1,2,4,4,4,40,1,3,3,5,4,2,3,4,37,3,3
"1",3,2,7,7,7,57,2,4,3,3,3,3,3,2,42,3,3
"1",2,3,7,7,4,88,5,5,5,1,2,5,1,1,53,3,3
"1",1,2,6,2,2,36,1,2,1,1,5,1,1,4,17,1,1
"1",1,2,6,6,6,54,3,3,3,3,2,4,2,3,57,3,4
"1",3,2,2,2,1,25,1,1,1,5,5,2,3,5,22,1,1
"1",1,3,4,5,5,47,2,3,3,3,4,3,2,4,42,2,2
"1",1,3,7,5,7,62,4,3,3,1,2,5,1,3,53,4,3
"1",1,2,7,7,7,86,5,5,5,1,1,5,1,1,85,5,5
"1",1,3,5,5,4,50,2,3,3,3,3,2,2,3,31,2,3
"1",1,3,6,6,3,67,4,4,4,4,2,4,2,2,51,4,4
"1",1,3,6,6,6,58,4,4,4,2,3,5,2,3,50,4,3
"1",1,3,5,5,6,64,4,3,4,2,3,5,1,3,60,3,3
"1",1,3,7,7,7,68,4,4,4,1,2,4,1,2,62,4,4
"1",1,2,7,7,7,55,3,3,3,3,3,3,3,2,42,3,3
"1",2,3,6,6,5,70,4,3,4,1,2,4,1,2,52,4,4
"1",1,3,5,4,6,42,1,1,3,5,5,1,2,5,54,4,4
"1",1,2,7,7,7,81,5,5,5,1,2,5,1,1,85,5,5
"1",1,2,6,6,5,29,2,2,2,5,5,2,4,5,42,3,3
"1",2,3,6,6,5,67,3,2,1,3,2,4,1,2,51,2,4
"1",2,3,5,5,5,58,3,3,3,3,3,3,2,2,41,3,3
"1",1,3,7,7,5,70,4,4,4,1,2,5,2,2,64,4,5
"1",1,3,5,6,6,52,3,3,3,2,5,3,2,3,74,5,5
"1",1,3,4,5,5,59,3,3,3,1,3,5,1,3,58,3,3
"1",1,3,7,5,6,69,4,4,4,3,2,2,2,1,56,4,4
"1",1,3,5,5,6,59,3,3,3,2,3,4,2,2,55,3,4
"1",1,3,5,5,5,73,4,4,4,1,2,5,1,1,53,3,4
"1",1,3,5,6,6,47,2,3,3,4,4,2,2,4,45,4,3
"1",1,3,6,6,4,58,3,3,3,2,2,4,2,3,44,3,2
"1",1,2,3,5,6,52,1,1,3,1,1,2,3,4,32,2,2
"1",1,3,6,6,6,62,4,4,4,4,2,5,1,2,55,3,3
"1",3,3,6,7,7,35,1,5,4,3,5,3,5,5,65,3,5
"1",1,3,7,7,7,50,2,3,3,3,3,2,2,4,44,3,4
"1",1,1,7,5,6,54,4,5,4,4,3,4,1,3,58,4,4
"1",1,3,7,7,7,86,5,5,5,1,1,5,1,1,81,5,5
"1",1,3,7,1,7,71,5,5,5,5,5,5,1,2,70,5,5
"1",1,3,7,7,7,43,2,3,4,4,4,2,2,4,45,3,3
"1",1,3,6,4,4,49,3,2,3,4,4,3,2,3,50,4,3
"1",1,3,6,6,6,60,2,4,4,2,2,4,2,2,48,4,3
"1",1,3,6,6,6,63,3,4,4,2,3,3,1,2,45,3,2
"1",1,3,4,5,6,32,1,2,1,5,4,1,5,4,30,2,2
"1",3,3,5,5,5,28,1,2,3,5,4,1,5,5,27,2,2
"1",2,3,7,7,7,73,5,4,4,1,2,5,1,2,54,5,4
"1",1,3,7,1,7,68,3,4,4,2,2,4,2,1,59,4,4
"1",3,3,4,2,2,53,3,3,3,3,3,3,2,3,50,3,3
"1",1,3,6,5,6,48,2,3,3,4,3,3,3,4,69,3,5
"1",1,1,6,6,6,26,5,5,5,5,5,5,5,5,79,5,5
"1",1,3,6,6,4,77,3,4,4,1,1,4,1,2,46,5,3
"1",1,2,6,5,5,33,3,3,2,5,4,2,3,5,54,3,4
"1",1,3,6,6,6,51,2,4,2,3,3,4,3,2,40,3,3
"1",1,3,6,6,7,57,5,3,3,3,4,4,1,2,49,4,1
"1",1,2,7,6,7,50,2,3,4,5,4,3,2,2,63,5,4
"1",1,3,6,6,6,63,3,4,4,1,3,4,1,2,56,4,4
"1",1,2,6,6,6,75,4,3,3,1,3,5,1,1,53,3,2
"1",1,3,6,5,5,70,3,4,5,2,1,5,1,2,44,1,2
"1",1,3,4,4,6,54,2,3,4,2,3,4,2,3,52,4,2
"1",1,3,5,5,6,60,3,4,4,3,3,3,2,2,49,4,3
"1",1,3,5,5,6,60,4,3,4,2,3,5,2,2,55,4,4
"1",2,3,6,7,7,56,3,3,3,3,2,4,2,3,36,2,3
"1",1,3,5,5,5,66,3,3,4,2,3,4,1,2,49,4,3
"1",1,3,6,6,4,70,3,3,4,4,3,5,1,1,36,3,2
"1",2,3,6,6,7,59,3,3,3,2,3,4,1,3,44,5,3
"1",1,3,7,7,7,73,4,4,4,1,2,5,1,1,45,3,3
"1",2,2,6,5,6,53,3,2,2,4,5,3,3,1,50,5,3
"1",1,3,3,6,7,40,3,1,1,5,3,2,2,4,58,4,4
"1",1,3,6,7,7,49,3,4,5,4,3,4,3,3,60,4,4
"1",1,3,7,7,7,57,4,5,4,3,3,3,1,3,85,5,5
"1",1,3,6,6,6,53,2,2,3,3,3,3,2,4,44,3,3
"1",1,1,7,7,7,86,5,5,5,1,1,5,1,1,85,5,5
"1",1,3,4,4,5,63,4,3,3,3,3,4,1,2,45,3,3
"1",1,3,2,6,6,47,1,1,2,3,3,1,1,3,71,5,3
"1",1,3,5,5,5,54,3,3,3,2,4,5,2,3,43,4,4
"1",1,3,5,5,5,61,4,3,3,4,2,3,1,2,55,4,3
"1",1,3,4,5,6,55,4,4,4,3,3,4,2,4,52,4,4
"1",1,3,5,5,5,77,5,4,5,1,1,5,1,1,63,4,3
"1",2,1,7,3,4,50,3,3,3,3,3,3,2,4,43,2,3
"1",1,3,6,6,6,62,4,4,4,4,2,5,1,2,55,3,3
"1",2,3,6,3,4,65,4,4,3,4,2,4,1,1,44,3,3
"1",1,3,6,6,7,53,4,4,4,2,2,2,3,3,47,4,4
"1",1,1,3,3,7,32,2,1,1,5,5,4,1,4,12,1,1
"1",1,3,6,6,7,69,4,4,4,2,3,5,1,2,53,4,3
"1",1,3,7,7,7,49,3,2,3,4,2,3,4,3,51,4,4
"1",2,3,6,6,6,55,4,4,3,3,3,4,2,4,55,4,4
"1",1,1,6,7,6,40,5,4,3,4,5,3,3,3,53,5,3
"1",1,3,6,5,6,64,4,4,4,2,3,4,1,2,51,4,3
"1",2,3,7,7,7,95,5,5,5,1,1,5,1,1,77,5,5
"1",1,2,7,7,7,46,2,2,3,3,3,4,3,4,45,3,2
"1",2,3,4,4,3,50,4,3,3,3,5,3,2,3,49,4,3
"1",1,3,6,6,4,80,5,5,5,1,2,5,1,3,59,5,3
"1",1,3,7,7,4,59,2,3,3,2,4,4,1,2,66,5,4
"1",1,2,4,5,5,50,4,3,3,5,4,4,2,3,82,5,5
"1",1,3,6,7,7,62,3,4,3,4,2,4,2,2,57,3,5
"1",2,3,5,5,6,53,3,3,3,3,3,2,2,2,57,5,3
"1",1,3,6,6,6,59,3,3,3,2,3,3,2,2,45,4,3
"1",3,3,7,7,7,71,3,4,4,4,3,4,1,1,81,5,5
"1",1,3,7,7,7,95,5,5,5,1,1,5,1,1,85,5,5
"1",1,3,6,5,5,65,5,4,4,2,1,4,2,2,77,5,5
"1",1,3,5,5,7,57,3,3,1,3,4,4,2,3,81,5,5
"1",2,3,7,7,6,80,4,5,4,1,1,5,1,1,72,4,5
"1",1,3,6,6,6,61,4,4,4,2,2,3,2,3,51,5,4
"1",1,3,7,7,7,62,4,3,3,2,3,5,1,2,54,4,3
"1",1,3,5,4,3,45,3,3,3,2,5,3,2,4,58,3,4
"1",1,3,6,6,5,58,4,4,4,3,3,3,2,3,57,4,4
"1",1,3,7,7,7,86,5,5,5,1,1,5,1,1,85,5,5
"1",1,1,5,7,7,57,2,3,3,3,3,3,3,2,65,5,3
"1",2,3,6,5,5,60,3,3,3,2,3,4,2,2,43,3,2
"1",1,3,6,6,7,36,1,3,3,5,5,2,3,4,50,4,3
"1",1,3,7,7,7,69,3,5,4,1,2,5,1,2,52,5,3
"1",1,3,5,5,5,64,3,3,3,2,2,4,1,3,45,4,4
"1",2,3,1,1,1,28,1,1,2,2,5,1,5,5,75,5,5
"1",1,3,6,6,6,50,3,3,3,2,4,3,3,4,50,4,4
"1",1,3,7,7,7,43,5,5,5,5,5,5,1,1,79,5,5
"1",1,3,6,6,5,60,3,4,4,2,3,4,1,3,48,3,4
"1",1,3,5,5,6,50,3,3,3,3,3,3,3,3,52,4,4
"1",1,3,5,4,5,48,3,3,3,3,4,2,2,3,40,2,3
"1",1,3,6,6,7,63,3,3,3,2,2,5,1,2,47,5,3
"1",1,3,6,6,6,62,4,4,4,4,2,5,1,2,55,3,3
"1",1,3,6,6,7,52,3,2,2,3,3,4,2,4,48,4,2
"1",1,2,5,6,4,55,2,3,3,3,3,3,2,3,40,2,2
"1",1,3,3,4,6,38,2,2,2,4,5,1,4,3,33,2,2
"1",1,1,6,7,5,55,3,2,2,3,3,3,2,3,33,2,2
"1",3,2,6,7,6,48,3,4,3,3,3,2,3,3,52,4,3
"1",1,3,6,6,5,70,5,5,4,2,1,5,1,2,56,3,4
"1",2,3,7,6,4,79,4,4,4,1,2,4,1,1,59,5,4
"1",1,3,6,6,4,70,3,3,4,4,3,5,1,1,36,3,2
"1",1,3,6,7,7,57,4,4,3,2,3,3,2,3,45,3,3
"1",1,3,5,6,7,46,3,3,3,2,5,5,4,4,40,3,2
"1",1,3,6,6,6,46,3,3,4,3,3,2,3,5,50,4,3
"1",1,3,7,7,7,46,5,5,5,5,5,1,1,4,79,5,5
"1",1,3,3,4,5,45,1,2,2,2,3,2,3,4,37,3,2
"1",1,3,6,6,6,51,4,3,3,3,3,4,2,3,42,3,3
"1",1,3,7,7,7,52,3,3,3,2,3,4,3,4,58,4,4
"1",1,2,4,4,3,37,2,3,2,4,4,2,3,4,33,1,2
"1",2,3,6,6,6,83,5,5,4,1,1,5,1,2,54,3,3
"1",1,2,5,5,5,41,3,2,2,3,5,2,2,4,39,2,2
"1",1,3,5,3,4,41,3,2,3,4,5,2,3,4,51,3,3
"1",1,2,5,4,5,36,1,3,1,5,5,3,3,5,33,1,3
"1",1,3,6,6,6,68,4,4,4,1,2,5,1,3,60,4,3
"1",2,3,7,7,7,77,3,3,3,1,1,3,1,1,80,5,4
"1",1,3,5,5,6,70,4,4,4,1,4,1,1,1,51,3,4
"1",1,3,4,6,7,50,4,3,3,3,4,4,2,3,47,2,3
"1",2,2,6,7,6,77,4,4,4,2,2,5,1,1,57,4,4
"1",1,3,5,7,7,59,2,4,3,3,2,4,2,2,54,5,4
"1",1,2,7,7,7,57,2,2,3,3,3,3,2,3,53,4,4
"1",1,3,5,6,5,53,4,3,3,2,4,4,2,3,47,4,3
"1",1,2,6,6,5,52,3,3,5,3,3,2,1,3,67,2,3
"1",2,2,5,4,5,42,2,3,1,3,5,2,3,5,21,1,1
"1",1,3,5,6,5,61,4,3,4,2,3,3,1,2,58,4,4
"1",1,3,4,3,4,50,3,3,3,3,4,3,2,4,33,2,2
"1",1,3,5,6,6,53,4,4,4,3,3,4,2,4,54,4,4
"1",3,3,6,7,7,35,1,5,4,3,5,3,5,5,65,3,5
"1",1,2,7,7,4,72,4,3,4,2,2,3,1,1,36,4,1
"1",1,3,6,6,6,50,3,4,4,3,3,4,3,3,44,4,3
"1",1,3,6,2,4,50,1,2,3,3,3,3,2,2,43,3,3
"1",1,3,7,6,5,54,3,3,3,3,4,3,3,3,55,4,4
"1",1,3,6,6,6,46,1,2,3,3,4,2,3,3,73,5,5
"1",1,3,7,7,7,67,5,3,3,1,2,5,1,2,55,4,4
"1",2,3,5,7,7,53,4,3,4,3,3,3,2,3,44,2,4
"1",2,3,5,4,5,45,3,3,3,4,4,4,3,4,41,3,4
"1",1,1,7,7,7,65,5,3,5,4,2,5,2,1,61,2,3
"1",1,3,6,5,4,37,1,1,1,5,4,1,5,1,14,1,1
"1",1,3,5,4,5,40,2,2,1,2,4,2,4,5,32,3,2
"1",1,3,7,7,1,63,3,3,4,4,3,5,2,1,57,5,3
"1",1,3,5,4,6,46,2,4,3,4,4,5,2,3,59,5,3
"1",1,3,5,5,5,63,4,4,4,1,2,4,1,3,54,4,5
"1",2,3,7,5,6,70,4,5,5,2,2,5,1,3,62,5,4
"1",3,1,7,7,7,78,5,5,5,5,1,5,1,1,70,5,5
"1",1,3,5,5,6,50,2,2,3,3,5,3,1,3,45,3,2
"1",1,2,7,7,7,61,4,5,5,2,5,5,1,1,74,5,5
"1",1,3,3,3,7,14,1,1,1,5,5,1,5,5,49,5,3
"1",3,2,5,6,7,52,3,3,2,3,3,4,1,3,41,2,3
"1",1,3,4,4,3,24,1,1,1,4,5,1,5,4,33,4,3
"1",1,3,5,5,7,47,3,3,3,3,4,3,3,3,42,3,3
"1",1,3,4,4,6,52,3,5,3,4,3,4,1,3,50,5,3
"1",1,2,2,4,4,26,1,1,1,5,5,1,4,5,26,2,1
"1",2,3,6,5,6,48,3,3,3,3,5,3,2,3,52,4,3
"1",1,3,5,5,5,53,3,3,3,3,5,3,2,2,56,4,4
"1",3,3,6,6,7,54,4,3,3,3,3,2,2,2,53,4,4
"1",2,2,5,5,1,55,3,2,3,3,3,3,1,2,33,2,1
"1",1,3,4,5,7,52,2,2,2,2,3,3,3,3,39,3,2
"1",1,3,5,6,7,60,4,4,4,3,3,3,1,2,58,5,3
"1",1,3,6,7,7,54,2,3,3,4,3,3,4,1,45,4,3
"1",2,2,7,7,7,57,4,4,4,4,2,3,1,3,60,4,4
"1",1,3,7,7,7,58,3,3,4,2,2,4,2,2,55,4,3
"1",1,3,6,6,6,59,4,4,4,2,3,3,2,2,56,4,4
"1",2,3,6,6,6,75,4,4,4,1,2,4,1,2,59,5,4
"1",1,3,4,5,6,50,1,3,2,4,4,3,2,3,51,4,4
"1",1,2,6,2,2,36,1,2,1,1,5,1,1,4,17,1,1
"1",1,3,7,7,7,30,1,3,1,1,5,1,5,5,29,3,2
"1",1,3,5,7,7,48,1,1,4,4,4,4,3,3,29,3,2
"1",1,3,6,4,4,28,1,2,2,5,5,2,4,5,54,3,4
"1",3,1,4,4,6,46,2,2,2,3,3,2,4,3,37,1,2
"1",1,3,7,6,6,89,5,4,5,1,1,5,1,1,56,4,4
"1",1,3,7,6,6,67,5,5,5,5,2,5,1,5,70,5,5
"1",1,3,6,6,5,65,4,4,4,2,2,4,1,2,56,4,3
"1",1,3,5,4,5,41,1,1,3,3,5,2,4,3,31,5,1
"1",1,2,3,5,7,61,3,2,4,2,3,5,2,3,40,2,2
"1",1,3,7,7,7,63,4,4,5,1,2,5,2,2,63,3,3
"1",1,3,6,6,4,53,1,2,2,3,3,2,3,3,31,2,1
"1",1,3,6,6,5,77,5,5,4,1,4,5,1,2,60,4,4
"1",1,1,7,7,7,69,4,3,2,1,2,3,1,2,63,5,2
"1",1,3,4,4,4,49,3,3,3,3,3,3,3,3,42,3,3
"1",1,1,4,3,3,40,2,2,2,4,4,2,2,4,31,2,1
"1",1,3,7,6,6,44,1,3,3,3,5,2,1,5,29,1,1
"1",1,3,5,5,5,44,2,3,3,4,4,2,3,3,41,3,3
"1",3,2,4,6,5,36,1,1,1,1,5,1,3,5,63,4,5
"1",1,3,7,7,7,63,3,3,3,2,3,4,1,1,43,3,3
"1",1,3,4,4,5,55,3,2,3,3,3,3,3,2,43,3,3
"1",2,2,6,6,6,67,4,4,4,2,2,5,1,3,53,5,4
"1",1,3,4,5,6,53,4,3,3,2,4,3,2,3,35,2,3
"1",1,3,3,3,5,46,1,1,2,2,1,2,3,4,42,3,2
"1",2,3,6,6,7,58,3,3,4,3,3,3,2,2,59,4,4
"1",1,2,6,6,1,46,2,2,2,3,4,2,2,3,18,1,1
"1",2,3,4,4,4,66,3,3,3,2,3,5,1,2,53,4,3
"1",1,1,6,6,6,82,4,3,4,1,1,5,1,1,62,4,4
"1",1,3,7,7,7,45,5,2,3,2,5,2,4,4,28,2,1
"1",1,2,6,4,5,65,4,4,5,1,2,4,1,2,55,4,3
"1",1,3,3,4,4,44,2,1,2,3,4,3,3,5,47,2,3
"1",1,3,5,6,6,34,1,2,3,5,5,2,4,4,48,4,3
"1",1,3,5,5,5,40,2,2,3,5,4,2,4,3,47,3,4
"1",1,1,4,4,7,45,3,3,3,3,3,2,3,3,41,2,2
"1",1,3,7,7,7,43,2,3,4,4,4,2,2,4,45,3,3
"1",1,3,7,6,6,56,3,4,4,2,2,4,2,3,51,4,4
"1",1,3,5,6,6,69,4,3,3,1,3,5,1,3,42,3,2
"1",1,3,5,6,7,58,4,4,4,2,3,4,2,3,54,3,3
"1",1,3,7,7,5,57,3,3,3,3,3,3,1,1,42,4,3
"1",1,3,7,7,7,53,2,2,2,2,2,3,3,3,41,2,4
"1",1,2,5,5,5,49,3,3,3,3,3,3,3,3,43,3,3
"1",1,3,6,6,6,70,4,4,4,2,2,5,1,1,38,3,3
"1",1,3,6,6,6,63,4,4,3,2,3,3,1,2,55,3,4
"1",1,3,7,7,7,66,4,5,4,1,3,4,1,2,85,5,5
"1",1,3,5,6,4,56,3,3,3,2,3,4,2,2,55,3,4
"1",1,3,5,5,5,60,4,4,4,2,3,5,2,2,82,5,5
"1",1,3,6,6,6,67,4,4,4,4,2,4,1,2,57,4,3
"1",2,3,5,4,5,42,2,2,2,4,4,2,2,4,32,3,2
"1",1,3,6,6,5,42,3,3,3,4,3,3,4,4,55,4,4
"1",1,2,7,7,7,72,2,2,2,2,1,3,1,1,67,5,3
"1",1,3,6,7,6,60,3,5,4,3,4,4,2,2,50,5,3
"1",1,3,6,6,7,29,3,4,3,5,4,2,5,5,45,4,3
"1",1,3,7,7,7,57,4,4,4,2,4,5,2,3,58,5,4
"1",1,3,6,6,6,67,4,4,4,2,2,4,1,2,58,4,4
"1",1,1,6,6,5,49,3,4,3,3,4,4,4,3,64,3,5
"1",3,2,4,5,7,49,2,2,2,3,3,2,3,3,36,2,3
"1",2,3,4,4,6,68,4,4,4,2,2,3,1,2,63,5,3
"1",1,3,7,7,7,52,3,3,3,4,3,4,2,3,36,3,2
"1",1,3,5,5,5,52,3,2,2,2,5,3,3,4,25,3,2
"1",1,3,6,5,3,60,4,3,4,2,3,3,2,2,55,3,3
"1",1,3,2,2,2,51,3,2,3,3,3,4,3,2,50,3,5
"1",2,3,4,-1,-1,42,3,3,5,3,5,3,1,5,80,5,5
"1",2,3,6,2,6,54,4,3,4,3,3,5,2,5,59,4,5
